id,number,group,measurement.date,SPAD
A07,7,A,19.09.2022,25.6
A12,12,A,19.09.2022,30.8
A15,15,A,19.09.2022,31
A16,16,A,19.09.2022,33.4
B19,19,B,19.09.2022,35.2
B20,20,B,19.09.2022,28.1
B21,21,B,19.09.2022,31.1
B24,24,B,19.09.2022,28.3
B25,25,B,19.09.2022,30.4
B27,27,B,19.09.2022,21.9
B31,31,B,19.09.2022,29.2
B34,34,B,19.09.2022,33.9
B35,35,B,19.09.2022,39.1
C38,38,C,19.09.2022,34.3
C41,41,C,19.09.2022,38.5
C43,43,C,19.09.2022,32.3
C44,44,C,19.09.2022,28.8
C52,52,C,19.09.2022,35.2
C53,53,C,19.09.2022,40.5
D56,56,D,19.09.2022,31.3
D57,57,D,19.09.2022,35.4
D60,60,D,19.09.2022,30.9
D62,62,D,19.09.2022,25.8
D66,66,D,19.09.2022,36.6
D67,67,D,19.09.2022,35.6
D69,69,D,19.09.2022,40.8
D71,71,D,19.09.2022,27.4
E75,75,E,19.09.2022,34.6
E78,78,E,19.09.2022,37
E79,79,E,19.09.2022,37.9
E81,81,E,19.09.2022,32.3
E82,82,E,19.09.2022,34.1
E89,89,E,19.09.2022,38.6
E90,90,E,19.09.2022,31.5
F92,92,F,19.09.2022,32.1
F96,96,F,19.09.2022,36.3
F102,102,F,19.09.2022,33.2
F104,104,F,19.09.2022,32.8
F107,107,F,19.09.2022,40
G109,109,G,19.09.2022,36
G111,111,G,19.09.2022,32.1
G114,114,G,19.09.2022,41.1
G116,116,G,19.09.2022,35.5
G117,117,G,19.09.2022,37
G119,119,G,19.09.2022,39.5
G121,121,G,19.09.2022,31.6
G124,124,G,19.09.2022,34.2
H129,129,H,19.09.2022,34.4
H132,132,H,19.09.2022,27.8
H136,136,H,19.09.2022,30.9
H138,138,H,19.09.2022,34.1
H139,139,H,19.09.2022,27.4
H141,141,H,19.09.2022,34.6
H143,143,H,19.09.2022,45.3
H144,144,H,19.09.2022,30.7
I146,146,I,19.09.2022,30.7
I148,148,I,19.09.2022,30.2
I149,149,I,19.09.2022,34.1
I150,150,I,19.09.2022,34.9
I151,151,I,19.09.2022,29.9
I154,154,I,19.09.2022,27.5
I155,155,I,19.09.2022,25.5
I159,159,I,19.09.2022,33.1
J163,163,J,19.09.2022,29.5
J167,167,J,19.09.2022,24
J172,172,J,19.09.2022,27.7
J173,173,J,19.09.2022,36.1
J174,174,J,19.09.2022,35.4
J175,175,J,19.09.2022,26.9
J176,176,J,19.09.2022,30.6
J180,180,J,19.09.2022,40.4
K185,185,K,19.09.2022,27.8
K186,186,K,19.09.2022,25.8
K187,187,K,19.09.2022,29.8
K188,188,K,19.09.2022,29
K192,192,K,19.09.2022,31.3
K193,193,K,19.09.2022,30.2
K194,194,K,19.09.2022,29.2
K197,197,K,19.09.2022,30.6
K198,198,K,19.09.2022,29.5
A08,8,A,04.10.2022,31.2
A09,9,A,04.10.2022,26.9
A10,10,A,04.10.2022,28.8
A11,11,A,04.10.2022,28.6
B23,23,B,04.10.2022,32.4
B28,28,B,04.10.2022,29.8
B30,30,B,04.10.2022,24.4
C39,39,C,04.10.2022,20.4
C40,40,C,04.10.2022,28.8
C47,47,C,04.10.2022,30.6
C50,50,C,04.10.2022,31.6
D61,61,D,04.10.2022,25.6
D64,64,D,04.10.2022,24.3
D65,65,D,04.10.2022,30.5
D68,68,D,04.10.2022,29.5
E77,77,E,04.10.2022,30.3
E83,83,E,04.10.2022,35.2
E84,84,E,04.10.2022,33.2
F98,98,F,04.10.2022,30.9
F100,100,F,04.10.2022,36.8
F103,103,F,04.10.2022,28.2
G112,112,G,04.10.2022,31
G113,113,G,04.10.2022,36.2
G115,115,G,04.10.2022,32.3
H127,127,H,04.10.2022,33.6
H131,131,H,04.10.2022,37
H133,133,H,04.10.2022,27.7
H137,137,H,04.10.2022,28.8
I147,147,I,04.10.2022,31.2
I152,152,I,04.10.2022,27.2
I158,158,I,04.10.2022,15
I161,161,I,04.10.2022,26.8
J164,164,J,04.10.2022,29.4
J166,166,J,04.10.2022,32.7
J169,169,J,04.10.2022,31.5
J178,178,J,04.10.2022,29.7
K181,181,K,04.10.2022,38.4
K184,184,K,04.10.2022,26.4
K189,189,K,04.10.2022,25.6
A02,2,A,04.10.2022,29.8
A03,3,A,04.10.2022,33.4
A04,4,A,04.10.2022,27.9
A06,6,A,04.10.2022,32.9
A13,13,A,04.10.2022,35.8
A17,17,A,04.10.2022,31.1
B22,22,B,04.10.2022,20.6
B26,26,B,04.10.2022,36.7
B32,32,B,04.10.2022,28.4
B33,33,B,04.10.2022,22.8
C42,42,C,04.10.2022,35
C45,45,C,04.10.2022,28.3
C46,46,C,04.10.2022,30.7
C48,48,C,04.10.2022,31.5
C49,49,C,04.10.2022,34.7
C54,54,C,04.10.2022,33.8
D55,55,D,04.10.2022,28.6
D58,58,D,04.10.2022,25.6
D59,59,D,04.10.2022,23.8
D63,63,D,04.10.2022,28.9
D72,72,D,04.10.2022,32.8
E73,73,E,04.10.2022,30.2
E76,76,E,04.10.2022,29.4
E80,80,E,04.10.2022,29.3
E85,85,E,04.10.2022,31.4
E86,86,E,04.10.2022,29.2
F93,93,F,04.10.2022,30.9
F94,94,F,04.10.2022,23.9
F101,101,F,04.10.2022,31.1
F105,105,F,04.10.2022,26.5
F106,106,F,04.10.2022,25.7
F108,108,F,04.10.2022,28.8
G110,110,G,04.10.2022,28.7
G122,122,G,04.10.2022,30
G123,123,G,04.10.2022,36.7
G125,125,G,04.10.2022,33.3
G126,126,G,04.10.2022,32.3
H128,128,H,04.10.2022,29.9
H130,130,H,04.10.2022,22.7
H135,135,H,04.10.2022,27.6
H140,140,H,04.10.2022,31
H142,142,H,04.10.2022,33.9
I153,153,I,04.10.2022,31.8
I156,156,I,04.10.2022,17.6
I157,157,I,04.10.2022,28.2
I160,160,I,04.10.2022,29.8
I162,162,I,04.10.2022,29.5
J165,165,J,04.10.2022,31.6
J170,170,J,04.10.2022,29.3
J173,173,J,04.10.2022,35.9
J177,177,J,04.10.2022,31.1
J179,179,J,04.10.2022,27.3
J180,180,J,04.10.2022,38.2
K182,182,K,04.10.2022,33.3
K183,183,K,04.10.2022,32.9
K190,190,K,04.10.2022,32.6
K191,191,K,04.10.2022,30.2
A01,1,A,04.10.2022,39.4
A05,5,A,04.10.2022,30.2
A07,7,A,04.10.2022,23.1
A12,12,A,04.10.2022,30.2
A14,14,A,04.10.2022,30.2
A15,15,A,04.10.2022,29.7
A16,16,A,04.10.2022,35.3
A18,18,A,04.10.2022,27.1
B19,19,B,04.10.2022,37.3
B20,20,B,04.10.2022,27.2
B21,21,B,04.10.2022,30.3
B24,24,B,04.10.2022,26.7
B25,25,B,04.10.2022,25
B27,27,B,04.10.2022,25.3
B29,29,B,04.10.2022,32.5
B31,31,B,04.10.2022,26.3
B34,34,B,04.10.2022,34.4
B35,35,B,04.10.2022,36.2
B36,36,B,04.10.2022,30
C37,37,C,04.10.2022,31.2
C38,38,C,04.10.2022,33.3
C41,41,C,04.10.2022,37.2
C43,43,C,04.10.2022,31.2
C44,44,C,04.10.2022,25.6
C51,51,C,04.10.2022,38.7
C52,52,C,04.10.2022,35
C53,53,C,04.10.2022,40.4
D56,56,D,04.10.2022,32.5
D57,57,D,04.10.2022,37.4
D60,60,D,04.10.2022,27.2
D62,62,D,04.10.2022,22.7
D66,66,D,04.10.2022,39.6
D67,67,D,04.10.2022,35.7
D69,69,D,04.10.2022,40.1
D70,70,D,04.10.2022,30.2
D71,71,D,04.10.2022,26.8
E74,74,E,04.10.2022,33.2
E75,75,E,04.10.2022,27.4
E78,78,E,04.10.2022,35.5
E79,79,E,04.10.2022,37.3
E81,81,E,04.10.2022,28.6
E82,82,E,04.10.2022,33.2
E87,87,E,04.10.2022,34.7
E88,88,E,04.10.2022,33.5
E89,89,E,04.10.2022,36.9
E90,90,E,04.10.2022,28.4
F91,91,F,04.10.2022,29
F92,92,F,04.10.2022,38.3
F95,95,F,04.10.2022,24.9
F96,96,F,04.10.2022,36.7
F97,97,F,04.10.2022,28.4
F99,99,F,04.10.2022,0
F102,102,F,04.10.2022,31.2
F104,104,F,04.10.2022,31.1
F107,107,F,04.10.2022,38.6
G109,109,G,04.10.2022,38.5
G111,111,G,04.10.2022,26.7
G114,114,G,04.10.2022,40.1
G116,116,G,04.10.2022,35.9
G117,117,G,04.10.2022,31.5
G118,118,G,04.10.2022,27.8
G119,119,G,04.10.2022,38.1
G120,120,G,04.10.2022,40.1
G121,121,G,04.10.2022,32.6
G124,124,G,04.10.2022,31
H129,129,H,04.10.2022,36
H132,132,H,04.10.2022,26
H134,134,H,04.10.2022,28.7
H136,136,H,04.10.2022,29.1
H138,138,H,04.10.2022,32.6
H139,139,H,04.10.2022,25.6
H141,141,H,04.10.2022,34.6
H143,143,H,04.10.2022,43.3
H144,144,H,04.10.2022,31.9
I145,145,I,04.10.2022,31.3
I146,146,I,04.10.2022,34.3
I148,148,I,04.10.2022,28.6
I149,149,I,04.10.2022,29
I150,150,I,04.10.2022,33.2
I151,151,I,04.10.2022,30.2
I154,154,I,04.10.2022,23.7
I155,155,I,04.10.2022,24.1
I159,159,I,04.10.2022,24.1
J163,163,J,04.10.2022,29.3
J167,167,J,04.10.2022,25.5
J168,168,J,04.10.2022,30.5
J171,171,J,04.10.2022,33.2
J172,172,J,04.10.2022,27.2
J174,174,J,04.10.2022,38
J175,175,J,04.10.2022,26.1
J176,176,J,04.10.2022,31.3
K185,185,K,04.10.2022,27.2
K186,186,K,04.10.2022,20.6
K187,187,K,04.10.2022,31.2
K188,188,K,04.10.2022,30.2
K192,192,K,04.10.2022,31.3
K193,193,K,04.10.2022,25.5
K194,194,K,04.10.2022,30.5
K195,195,K,04.10.2022,32.1
K196,196,K,04.10.2022,32.8
K197,197,K,04.10.2022,27.7
K198,198,K,04.10.2022,28.8
A02,2,A,13.10.2022,25.3
A03,3,A,13.10.2022,31.8
A04,4,A,13.10.2022,25.1
A08,8,A,13.10.2022,29.1
A09,9,A,13.10.2022,26.5
A10,10,A,13.10.2022,28.2
A11,11,A,13.10.2022,30.8
A13,13,A,13.10.2022,34.2
B22,22,B,13.10.2022,16.3
B23,23,B,13.10.2022,29.2
B26,26,B,13.10.2022,36.2
B28,28,B,13.10.2022,33.1
B30,30,B,13.10.2022,24.2
B32,32,B,13.10.2022,29.7
C39,39,C,13.10.2022,15.9
C40,40,C,13.10.2022,25
C42,42,C,13.10.2022,29.6
C45,45,C,13.10.2022,29.8
C46,46,C,13.10.2022,29.5
C47,47,C,13.10.2022,31.5
C49,49,C,13.10.2022,35.1
C50,50,C,13.10.2022,32.6
D55,55,D,13.10.2022,28.1
D58,58,D,13.10.2022,22.1
D61,61,D,13.10.2022,27.1
D63,63,D,13.10.2022,28.8
D64,64,D,13.10.2022,24.6
D65,65,D,13.10.2022,28.8
D68,68,D,13.10.2022,30.9
D72,72,D,13.10.2022,31.6
E76,76,E,13.10.2022,31.8
E77,77,E,13.10.2022,31.3
E83,83,E,13.10.2022,31.3
E84,84,E,13.10.2022,32.1
E85,85,E,13.10.2022,31
E86,86,E,13.10.2022,28.2
F93,93,F,13.10.2022,29.7
F94,94,F,13.10.2022,22.5
F98,98,F,13.10.2022,30.3
F100,100,F,13.10.2022,32.2
F103,103,F,13.10.2022,31.1
F105,105,F,13.10.2022,21.5
F106,106,F,13.10.2022,22.6
G110,110,G,13.10.2022,25.5
G112,112,G,13.10.2022,31.9
G113,113,G,13.10.2022,39.7
G115,115,G,13.10.2022,34.2
G125,125,G,13.10.2022,33.9
G126,126,G,13.10.2022,30.7
H127,127,H,13.10.2022,35.2
H128,128,H,13.10.2022,27.5
H130,130,H,13.10.2022,21.9
H131,131,H,13.10.2022,33.9
H133,133,H,13.10.2022,30.3
H135,135,H,13.10.2022,25.9
H137,137,H,13.10.2022,28.7
H140,140,H,13.10.2022,28.9
I147,147,I,13.10.2022,31
I152,152,I,13.10.2022,27.3
I153,153,I,13.10.2022,38.3
I156,156,I,13.10.2022,15.7
I157,157,I,13.10.2022,25.1
I158,158,I,13.10.2022,14.8
I161,161,I,13.10.2022,26
I162,162,I,13.10.2022,28
J164,164,J,13.10.2022,31.6
J165,165,J,13.10.2022,26.8
J166,166,J,13.10.2022,32.6
J169,169,J,13.10.2022,35.2
J170,170,J,13.10.2022,24.4
J178,178,J,13.10.2022,30.1
K181,181,K,13.10.2022,28.8
K182,182,K,13.10.2022,30.4
K184,184,K,13.10.2022,27.2
K189,189,K,13.10.2022,29.4
K190,190,K,13.10.2022,36.6
K191,191,K,13.10.2022,23.5
A06,6,A,13.10.2022,32.6
A07,7,A,13.10.2022,19.6
A12,12,A,13.10.2022,31.4
A14,14,A,13.10.2022,35.1
A17,17,A,13.10.2022,30.4
A18,18,A,13.10.2022,24.4
B20,20,B,13.10.2022,22.9
B25,25,B,13.10.2022,21.4
B29,29,B,13.10.2022,33.3
B31,31,B,13.10.2022,26.5
B33,33,B,13.10.2022,20.5
B36,36,B,13.10.2022,28.2
C37,37,C,13.10.2022,31
C48,48,C,13.10.2022,31.1
C51,51,C,13.10.2022,39.3
C54,54,C,13.10.2022,30.5
D56,56,D,13.10.2022,29.5
D59,59,D,13.10.2022,23.4
D70,70,D,13.10.2022,28.2
D71,71,D,13.10.2022,24.3
E73,73,E,13.10.2022,26.4
E74,74,E,13.10.2022,28.2
E79,79,E,13.10.2022,35.4
E80,80,E,13.10.2022,26.2
E87,87,E,13.10.2022,31.7
E88,88,E,13.10.2022,30
E90,90,E,13.10.2022,28.6
F91,91,F,13.10.2022,29.9
F95,95,F,13.10.2022,26.9
F99,99,F,13.10.2022,0
F101,101,F,13.10.2022,30.9
F102,102,F,13.10.2022,31.8
F108,108,F,13.10.2022,28.8
G118,118,G,13.10.2022,28.1
G120,120,G,13.10.2022,38.6
G121,121,G,13.10.2022,30.7
G122,122,G,13.10.2022,29.2
G123,123,G,13.10.2022,36.3
G124,124,G,13.10.2022,30.7
H134,134,H,13.10.2022,28.2
H136,136,H,13.10.2022,27.3
H139,139,H,13.10.2022,24.2
H142,142,H,13.10.2022,29.4
I145,145,I,13.10.2022,32
I154,154,I,13.10.2022,21
I155,155,I,13.10.2022,21.9
I160,160,I,13.10.2022,25.6
J163,163,J,13.10.2022,31.3
J168,168,J,13.10.2022,28.3
J171,171,J,13.10.2022,32.5
J172,172,J,13.10.2022,26
J177,177,J,13.10.2022,29.5
J179,179,J,13.10.2022,25.3
K183,183,K,13.10.2022,32.8
K186,186,K,13.10.2022,22
K195,195,K,13.10.2022,32.6
K196,196,K,13.10.2022,32.6
K197,197,K,13.10.2022,28.6
A01,1,A,13.10.2022,37.1
A05,5,A,13.10.2022,28.2
A15,15,A,13.10.2022,28.5
A16,16,A,13.10.2022,33.2
B19,19,B,13.10.2022,34.1
B21,21,B,13.10.2022,26.7
B24,24,B,13.10.2022,26.7
B27,27,B,13.10.2022,18.2
B34,34,B,13.10.2022,30.7
B35,35,B,13.10.2022,32.6
C38,38,C,13.10.2022,34.6
C41,41,C,13.10.2022,34.2
C43,43,C,13.10.2022,29.3
C44,44,C,13.10.2022,25.9
C52,52,C,13.10.2022,32.6
C53,53,C,13.10.2022,36.5
D57,57,D,13.10.2022,32.7
D60,60,D,13.10.2022,25.9
D62,62,D,13.10.2022,21.7
D66,66,D,13.10.2022,37.2
D67,67,D,13.10.2022,33.7
D69,69,D,13.10.2022,36.6
E75,75,E,13.10.2022,20.4
E78,78,E,13.10.2022,35.2
E81,81,E,13.10.2022,27.6
E82,82,E,13.10.2022,32.5
E89,89,E,13.10.2022,33
F92,92,F,13.10.2022,33.9
F96,96,F,13.10.2022,35.8
F97,97,F,13.10.2022,27.8
F104,104,F,13.10.2022,30.9
F107,107,F,13.10.2022,40.4
G109,109,G,13.10.2022,28.2
G111,111,G,13.10.2022,24.2
G114,114,G,13.10.2022,37.9
G116,116,G,13.10.2022,30
G117,117,G,13.10.2022,33.9
G119,119,G,13.10.2022,37.7
H129,129,H,13.10.2022,32.3
H132,132,H,13.10.2022,22.5
H138,138,H,13.10.2022,30.1
H141,141,H,13.10.2022,34.4
H143,143,H,13.10.2022,44
H144,144,H,13.10.2022,29.3
I146,146,I,13.10.2022,27.5
I148,148,I,13.10.2022,25.3
I149,149,I,13.10.2022,26.3
I150,150,I,13.10.2022,27.7
I151,151,I,13.10.2022,24.8
I159,159,I,13.10.2022,23.8
J167,167,J,13.10.2022,19.8
J173,173,J,13.10.2022,31.1
J174,174,J,13.10.2022,32.9
J175,175,J,13.10.2022,21.6
J176,176,J,13.10.2022,28.9
J180,180,J,13.10.2022,37.1
K185,185,K,13.10.2022,28.3
K187,187,K,13.10.2022,26.3
K188,188,K,13.10.2022,26.7
K192,192,K,13.10.2022,26
K193,193,K,13.10.2022,25.5
K194,194,K,13.10.2022,25.3
K198,198,K,13.10.2022,22
A01,1,A,26.10.2022,34.3
A05,5,A,26.10.2022,27.1
A07,7,A,26.10.2022,23.2
A08,8,A,26.10.2022,26
A09,9,A,26.10.2022,22.3
A10,10,A,26.10.2022,26.6
A11,11,A,26.10.2022,26.3
A12,12,A,26.10.2022,31.1
A15,15,A,26.10.2022,29.6
A16,16,A,26.10.2022,31.2
B19,19,B,26.10.2022,32.9
B20,20,B,26.10.2022,21.4
B21,21,B,26.10.2022,24.6
B23,23,B,26.10.2022,29.5
B24,24,B,26.10.2022,24.1
B25,25,B,26.10.2022,25.6
B27,27,B,26.10.2022,20.3
B28,28,B,26.10.2022,28.9
B30,30,B,26.10.2022,24.5
B31,31,B,26.10.2022,24.8
B34,34,B,26.10.2022,31.2
B35,35,B,26.10.2022,34.5
C38,38,C,26.10.2022,30.4
C39,39,C,26.10.2022,15.4
C40,40,C,26.10.2022,24.1
C41,41,C,26.10.2022,34.4
C43,43,C,26.10.2022,28.7
C44,44,C,26.10.2022,22.7
C47,47,C,26.10.2022,28
C50,50,C,26.10.2022,33.2
C52,52,C,26.10.2022,35
C53,53,C,26.10.2022,25.7
D56,56,D,26.10.2022,29.2
D57,57,D,26.10.2022,31.2
D60,60,D,26.10.2022,27.2
D61,61,D,26.10.2022,23.5
D62,62,D,26.10.2022,20.6
D64,64,D,26.10.2022,23.6
D65,65,D,26.10.2022,28.6
D66,66,D,26.10.2022,37.9
D67,67,D,26.10.2022,34.8
D68,68,D,26.10.2022,27.8
D69,69,D,26.10.2022,39.7
D71,71,D,26.10.2022,25.4
E75,75,E,26.10.2022,24.2
E77,77,E,26.10.2022,26.9
E78,78,E,26.10.2022,35.8
E79,79,E,26.10.2022,36.6
E81,81,E,26.10.2022,28.2
E82,82,E,26.10.2022,33.6
E83,83,E,26.10.2022,31.8
E84,84,E,26.10.2022,28.1
E89,89,E,26.10.2022,35.1
E90,90,E,26.10.2022,31
F92,92,F,26.10.2022,34.7
F96,96,F,26.10.2022,34.3
F97,97,F,26.10.2022,29.3
F98,98,F,26.10.2022,31.4
F100,100,F,26.10.2022,27.6
F102,102,F,26.10.2022,32
F103,103,F,26.10.2022,25.6
F104,104,F,26.10.2022,28.6
F107,107,F,26.10.2022,39.7
G109,109,G,26.10.2022,33.8
G111,111,G,26.10.2022,25
G112,112,G,26.10.2022,29.3
G113,113,G,26.10.2022,35.6
G114,114,G,26.10.2022,36.6
G115,115,G,26.10.2022,32.7
G116,116,G,26.10.2022,33.1
G117,117,G,26.10.2022,37.7
G119,119,G,26.10.2022,38.9
G121,121,G,26.10.2022,30
G124,124,G,26.10.2022,28.8
H127,127,H,26.10.2022,32.8
H129,129,H,26.10.2022,30.3
H131,131,H,26.10.2022,26.6
H132,132,H,26.10.2022,17.2
H133,133,H,26.10.2022,26.2
H136,136,H,26.10.2022,26.1
H137,137,H,26.10.2022,24.2
H138,138,H,26.10.2022,31.4
H139,139,H,26.10.2022,22.3
H141,141,H,26.10.2022,34.1
H143,143,H,26.10.2022,41.3
H144,144,H,26.10.2022,25.3
I146,146,I,26.10.2022,30.3
I147,147,I,26.10.2022,23
I148,148,I,26.10.2022,26.8
I149,149,I,26.10.2022,24.2
I150,150,I,26.10.2022,30.1
I151,151,I,26.10.2022,19.7
I152,152,I,26.10.2022,21.9
I154,154,I,26.10.2022,21.6
I155,155,I,26.10.2022,20
I158,158,I,26.10.2022,8.6
I159,159,I,26.10.2022,19.7
I161,161,I,26.10.2022,22.4
J163,163,J,26.10.2022,29.9
J164,164,J,26.10.2022,29.2
J166,166,J,26.10.2022,29.7
J167,167,J,26.10.2022,19.6
J169,169,J,26.10.2022,28.3
J172,172,J,26.10.2022,23.7
J173,173,J,26.10.2022,33.2
J174,174,J,26.10.2022,34.9
J175,175,J,26.10.2022,24.9
J176,176,J,26.10.2022,24.7
J178,178,J,26.10.2022,24.4
J180,180,J,26.10.2022,38
K181,181,K,26.10.2022,23.7
K184,184,K,26.10.2022,26.9
K185,185,K,26.10.2022,25.1
K186,186,K,26.10.2022,16
K187,187,K,26.10.2022,23.9
K188,188,K,26.10.2022,28.1
K189,189,K,26.10.2022,23.3
K192,192,K,26.10.2022,25.5
K193,193,K,26.10.2022,24.5
K194,194,K,26.10.2022,24.8
K197,197,K,26.10.2022,28
K198,198,K,26.10.2022,22.1
A02,2,A,26.10.2022,20.3
A03,3,A,26.10.2022,29.1
A04,4,A,26.10.2022,17.7
A06,6,A,26.10.2022,28.9
A13,13,A,26.10.2022,33.8
A14,14,A,26.10.2022,32.1
A17,17,A,26.10.2022,29.1
A18,18,A,26.10.2022,18.7
B22,22,B,26.10.2022,18
B26,26,B,26.10.2022,34.6
B29,29,B,26.10.2022,30.5
B32,32,B,26.10.2022,25.2
B33,33,B,26.10.2022,20.7
B36,36,B,26.10.2022,29.8
C37,37,C,26.10.2022,29.2
C42,42,C,26.10.2022,31.3
C45,45,C,26.10.2022,27.7
C46,46,C,26.10.2022,26.7
C48,48,C,26.10.2022,27.8
C49,49,C,26.10.2022,30.5
C51,51,C,26.10.2022,38.4
C54,54,C,26.10.2022,27.9
D55,55,D,26.10.2022,25.5
D58,58,D,26.10.2022,15.5
D59,59,D,26.10.2022,20.6
D63,63,D,26.10.2022,26.9
D70,70,D,26.10.2022,27
D72,72,D,26.10.2022,23.7
E73,73,E,26.10.2022,28
E74,74,E,26.10.2022,25
E76,76,E,26.10.2022,27.9
E80,80,E,26.10.2022,26.9
E85,85,E,26.10.2022,27.1
E86,86,E,26.10.2022,22.9
E87,87,E,26.10.2022,29.7
E88,88,E,26.10.2022,31.7
F91,91,F,26.10.2022,28.1
F93,93,F,26.10.2022,26.1
F94,94,F,26.10.2022,20.8
F95,95,F,26.10.2022,21.5
F99,99,F,26.10.2022,0
F101,101,F,26.10.2022,29.8
F105,105,F,26.10.2022,20.4
F106,106,F,26.10.2022,22.8
F108,108,F,26.10.2022,30
G110,110,G,26.10.2022,24.2
G118,118,G,26.10.2022,27.3
G120,120,G,26.10.2022,36.8
G122,122,G,26.10.2022,29.1
G123,123,G,26.10.2022,31.2
G125,125,G,26.10.2022,32
G126,126,G,26.10.2022,31.1
H128,128,H,26.10.2022,26
H130,130,H,26.10.2022,17.7
H134,134,H,26.10.2022,26.2
H135,135,H,26.10.2022,25.7
H140,140,H,26.10.2022,26.8
H142,142,H,26.10.2022,28
I145,145,I,26.10.2022,30.2
I153,153,I,26.10.2022,31.1
I156,156,I,26.10.2022,6.3
I157,157,I,26.10.2022,18.2
I160,160,I,26.10.2022,25.7
I162,162,I,26.10.2022,23.3
J165,165,J,26.10.2022,22.2
J168,168,J,26.10.2022,29.1
J170,170,J,26.10.2022,25.3
J171,171,J,26.10.2022,28.5
J177,177,J,26.10.2022,27.1
J179,179,J,26.10.2022,19
K182,182,K,26.10.2022,26.3
K183,183,K,26.10.2022,29.8
K190,190,K,26.10.2022,32.9
K191,191,K,26.10.2022,23.3
K195,195,K,26.10.2022,30.5
K196,196,K,26.10.2022,31.8
A02,2,A,08.11.2022,12.2
A03,3,A,08.11.2022,17.3
A04,4,A,08.11.2022,13
A13,13,A,08.11.2022,29.7
B22,22,B,08.11.2022,14.7
B26,26,B,08.11.2022,28.4
B32,32,B,08.11.2022,19.7
C42,42,C,08.11.2022,24.3
C45,45,C,08.11.2022,19
C46,46,C,08.11.2022,26
C49,49,C,08.11.2022,25.9
D55,55,D,08.11.2022,17
D58,58,D,08.11.2022,14.7
D63,63,D,08.11.2022,24.2
D72,72,D,08.11.2022,18.7
E76,76,E,08.11.2022,25.6
E85,85,E,08.11.2022,27.7
E86,86,E,08.11.2022,18.5
F93,93,F,08.11.2022,14.5
F94,94,F,08.11.2022,16.3
F105,105,F,08.11.2022,17.3
F106,106,F,08.11.2022,18.2
G110,110,G,08.11.2022,23.5
G125,125,G,08.11.2022,27.4
G126,126,G,08.11.2022,27.1
H128,128,H,08.11.2022,23.5
H130,130,H,08.11.2022,11.8
H135,135,H,08.11.2022,23.9
H140,140,H,08.11.2022,21
I153,153,I,08.11.2022,22.1
I156,156,I,08.11.2022,8
I157,157,I,08.11.2022,13.9
I162,162,I,08.11.2022,21
J165,165,J,08.11.2022,16.3
J170,170,J,08.11.2022,20
K182,182,K,08.11.2022,21.6
K190,190,K,08.11.2022,30.3
K191,191,K,08.11.2022,22.2
A06,6,A,08.11.2022,24.3
