id,number,group,measurement.date,SPAD
A08,8,A,08.11.2022,20.4
A09,9,A,08.11.2022,19.9
A10,10,A,08.11.2022,19.5
A11,11,A,08.11.2022,26.2
A14,14,A,08.11.2022,27.7
A17,17,A,08.11.2022,28
A18,18,A,08.11.2022,16.3
B23,23,B,08.11.2022,24.1
B28,28,B,08.11.2022,21.5
B29,29,B,08.11.2022,28.2
B30,30,B,08.11.2022,22.2
B33,33,B,08.11.2022,17.3
B36,36,B,08.11.2022,24.6
C37,37,C,08.11.2022,22.2
C39,39,C,08.11.2022,12.8
C40,40,C,08.11.2022,14.9
C47,47,C,08.11.2022,17.9
C48,48,C,08.11.2022,29.1
C50,50,C,08.11.2022,24
C51,51,C,08.11.2022,33.6
C54,54,C,08.11.2022,26
D59,59,D,08.11.2022,19.6
D61,61,D,08.11.2022,16.2
D64,64,D,08.11.2022,18.6
D65,65,D,08.11.2022,23.3
D68,68,D,08.11.2022,22.3
D70,70,D,08.11.2022,24
E73,73,E,08.11.2022,22.3
E74,74,E,08.11.2022,21.2
E77,77,E,08.11.2022,24.2
E80,80,E,08.11.2022,20.8
E83,83,E,08.11.2022,43.8
E84,84,E,08.11.2022,23.2
E87,87,E,08.11.2022,19
E88,88,E,08.11.2022,25.5
F91,91,F,08.11.2022,26.3
F95,95,F,08.11.2022,22.1
F98,98,F,08.11.2022,22.4
F99,99,F,08.11.2022,0
F100,100,F,08.11.2022,25.2
F101,101,F,08.11.2022,26.7
F103,103,F,08.11.2022,20.3
F108,108,F,08.11.2022,25.9
G112,112,G,08.11.2022,21.6
G113,113,G,08.11.2022,31.6
G115,115,G,08.11.2022,26.4
G118,118,G,08.11.2022,24.8
G120,120,G,08.11.2022,35.4
G122,122,G,08.11.2022,23
G123,123,G,08.11.2022,27.4
H127,127,H,08.11.2022,26.5
H131,131,H,08.11.2022,29
H133,133,H,08.11.2022,21.3
H134,134,H,08.11.2022,20.6
H137,137,H,08.11.2022,19.9
H142,142,H,08.11.2022,25.1
I145,145,I,08.11.2022,25.7
I147,147,I,08.11.2022,23.4
I152,152,I,08.11.2022,17.6
I158,158,I,08.11.2022,7.4
I160,160,I,08.11.2022,19
I161,161,I,08.11.2022,13.5
J164,164,J,08.11.2022,21.9
J166,166,J,08.11.2022,26.8
J168,168,J,08.11.2022,23
J169,169,J,08.11.2022,23.4
J171,171,J,08.11.2022,28.7
J177,177,J,08.11.2022,23.9
J178,178,J,08.11.2022,20.7
J179,179,J,08.11.2022,13.4
K181,181,K,08.11.2022,22.3
K183,183,K,08.11.2022,23.7
K184,184,K,08.11.2022,22.6
K189,189,K,08.11.2022,21.9
K195,195,K,08.11.2022,23.8
K196,196,K,08.11.2022,24.4
A01,1,A,08.11.2022,33.5
A05,5,A,08.11.2022,25.6
A07,7,A,08.11.2022,11.8
A12,12,A,08.11.2022,24.9
A15,15,A,08.11.2022,21.8
A16,16,A,08.11.2022,18.7
B19,19,B,08.11.2022,24
B20,20,B,08.11.2022,10.2
B21,21,B,08.11.2022,20.7
B24,24,B,08.11.2022,18.9
B25,25,B,08.11.2022,15.5
B27,27,B,08.11.2022,13.1
B31,31,B,08.11.2022,16.2
B34,34,B,08.11.2022,23.7
B35,35,B,08.11.2022,23.7
C38,38,C,08.11.2022,22
C41,41,C,08.11.2022,26.2
C43,43,C,08.11.2022,20.4
C44,44,C,08.11.2022,20.9
C52,52,C,08.11.2022,29.5
C53,53,C,08.11.2022,35.8
D56,56,D,08.11.2022,17.2
D57,57,D,08.11.2022,22
D60,60,D,08.11.2022,22.9
D62,62,D,08.11.2022,11.9
D66,66,D,08.11.2022,33.9
D67,67,D,08.11.2022,23
D69,69,D,08.11.2022,34.5
D71,71,D,08.11.2022,18.8
E75,75,E,08.11.2022,23.8
E78,78,E,08.11.2022,29.9
E79,79,E,08.11.2022,32.5
E81,81,E,08.11.2022,17.7
E82,82,E,08.11.2022,26
E89,89,E,08.11.2022,30.6
E90,90,E,08.11.2022,22.1
F92,92,F,08.11.2022,28.2
F96,96,F,08.11.2022,31.6
F97,97,F,08.11.2022,25
F102,102,F,08.11.2022,22.6
F104,104,F,08.11.2022,21.2
F107,107,F,08.11.2022,36.5
G109,109,G,08.11.2022,26.9
G111,111,G,08.11.2022,18.4
G114,114,G,08.11.2022,30.5
G116,116,G,08.11.2022,29.3
G117,117,G,08.11.2022,29
G119,119,G,08.11.2022,35.2
G121,121,G,08.11.2022,26.3
G124,124,G,08.11.2022,14.6
H129,129,H,08.11.2022,27.1
H132,132,H,08.11.2022,15.3
H136,136,H,08.11.2022,14.6
H138,138,H,08.11.2022,21.1
H139,139,H,08.11.2022,17.2
H141,141,H,08.11.2022,29.3
H143,143,H,08.11.2022,31.1
H144,144,H,08.11.2022,17.9
I146,146,I,08.11.2022,23.7
I148,148,I,08.11.2022,23.6
I149,149,I,08.11.2022,18.4
I150,150,I,08.11.2022,21.4
I151,151,I,08.11.2022,15.3
I154,154,I,08.11.2022,13.2
I155,155,I,08.11.2022,12.4
I159,159,I,08.11.2022,15.2
J163,163,J,08.11.2022,20
J167,167,J,08.11.2022,16
J172,172,J,08.11.2022,18.3
J173,173,J,08.11.2022,20.3
J174,174,J,08.11.2022,30
J175,175,J,08.11.2022,21.2
J176,176,J,08.11.2022,21.9
J180,180,J,08.11.2022,24
K185,185,K,08.11.2022,21.8
K186,186,K,08.11.2022,11.8
K187,187,K,08.11.2022,20.7
K188,188,K,08.11.2022,20.5
K192,192,K,08.11.2022,20.9
K193,193,K,08.11.2022,17.9
K194,194,K,08.11.2022,19.1
K197,197,K,08.11.2022,19.3
K198,198,K,08.11.2022,20.8
A02,2,A,19.11.2022,2.9
A03,3,A,19.11.2022,15
A08,8,A,19.11.2022,11.5
A09,9,A,19.11.2022,7.4
A10,10,A,19.11.2022,6.1
A11,11,A,19.11.2022,21.7
B22,22,B,19.11.2022,0
B23,23,B,19.11.2022,13.5
B26,26,B,19.11.2022,17.3
B28,28,B,19.11.2022,16.5
B30,30,B,19.11.2022,15.2
C39,39,C,19.11.2022,8.5
C40,40,C,19.11.2022,8.3
C42,42,C,19.11.2022,8
C47,47,C,19.11.2022,11.2
C50,50,C,19.11.2022,8.9
D58,58,D,19.11.2022,0.8
D61,61,D,19.11.2022,8.2
D63,63,D,19.11.2022,18.2
D64,64,D,19.11.2022,12.5
D65,65,D,19.11.2022,15.7
D68,68,D,19.11.2022,17.3
E77,77,E,19.11.2022,14.8
E83,83,E,19.11.2022,18.4
E84,84,E,19.11.2022,10.1
E86,86,E,19.11.2022,0.9
F94,94,F,19.11.2022,6.4
F98,98,F,19.11.2022,15.3
F100,100,F,19.11.2022,10.9
F103,103,F,19.11.2022,8.9
F106,106,F,19.11.2022,9.5
G110,110,G,19.11.2022,14.8
G112,112,G,19.11.2022,2.6
G113,113,G,19.11.2022,26.6
G115,115,G,19.11.2022,16.1
G126,126,G,19.11.2022,18.2
H127,127,H,19.11.2022,16.1
H130,130,H,19.11.2022,5.1
H131,131,H,19.11.2022,21.2
H133,133,H,19.11.2022,13.5
H135,135,H,19.11.2022,5.5
H137,137,H,19.11.2022,12.4
I147,147,I,19.11.2022,8.7
I152,152,I,19.11.2022,15.1
I153,153,I,19.11.2022,14.7
I157,157,I,19.11.2022,12.3
I158,158,I,19.11.2022,8.1
I161,161,I,19.11.2022,4.4
J164,164,J,19.11.2022,11.8
J165,165,J,19.11.2022,1.9
J166,166,J,19.11.2022,23
J169,169,J,19.11.2022,9.6
J178,178,J,19.11.2022,7.8
K181,181,K,19.11.2022,8.9
K182,182,K,19.11.2022,9.3
K184,184,K,19.11.2022,16.6
K189,189,K,19.11.2022,13.8
K191,191,K,19.11.2022,14.4
A04,4,A,19.11.2022,2.4
A05,5,A,19.11.2022,18.8
A06,6,A,19.11.2022,7.6
A07,7,A,19.11.2022,8
A12,12,A,19.11.2022,17.2
A13,13,A,19.11.2022,22.3
A14,14,A,19.11.2022,12.1
A16,16,A,19.11.2022,8.4
A17,17,A,19.11.2022,10.6
A18,18,A,19.11.2022,12.3
B20,20,B,19.11.2022,4.6
B21,21,B,19.11.2022,12.2
B24,24,B,19.11.2022,12.2
B25,25,B,19.11.2022,11.5
B29,29,B,19.11.2022,19.5
B31,31,B,19.11.2022,2.7
B32,32,B,19.11.2022,10.1
B33,33,B,19.11.2022,8.7
B36,36,B,19.11.2022,16
C37,37,C,19.11.2022,7.4
C44,44,C,19.11.2022,16.3
C45,45,C,19.11.2022,10.1
C46,46,C,19.11.2022,13.6
C48,48,C,19.11.2022,16.2
C49,49,C,19.11.2022,14.9
C51,51,C,19.11.2022,27.8
C52,52,C,19.11.2022,26.8
C54,54,C,19.11.2022,17.9
D55,55,D,19.11.2022,10.5
D56,56,D,19.11.2022,8.6
D59,59,D,19.11.2022,16.7
D62,62,D,19.11.2022,6.3
D69,69,D,19.11.2022,25.2
D70,70,D,19.11.2022,7.9
D71,71,D,19.11.2022,8.5
D72,72,D,19.11.2022,4.6
E73,73,E,19.11.2022,8.1
E74,74,E,19.11.2022,5.6
E75,75,E,19.11.2022,13.1
E76,76,E,19.11.2022,22.5
E79,79,E,19.11.2022,27.4
E80,80,E,19.11.2022,6.6
E82,82,E,19.11.2022,17.3
E85,85,E,19.11.2022,12.4
E87,87,E,19.11.2022,3.5
E88,88,E,19.11.2022,22.1
E90,90,E,19.11.2022,16.3
F91,91,F,19.11.2022,17.1
F93,93,F,19.11.2022,2.3
F95,95,F,19.11.2022,14.8
F97,97,F,19.11.2022,19.2
F99,99,F,19.11.2022,0
F101,101,F,19.11.2022,27
F102,102,F,19.11.2022,19.8
F105,105,F,19.11.2022,13.2
F108,108,F,19.11.2022,21
G109,109,G,19.11.2022,22.8
G117,117,G,19.11.2022,21.3
G118,118,G,19.11.2022,17.2
G120,120,G,19.11.2022,24.1
G121,121,G,19.11.2022,17.8
G122,122,G,19.11.2022,11.1
G123,123,G,19.11.2022,12.7
G124,124,G,19.11.2022,1.8
G125,125,G,19.11.2022,18.2
H128,128,H,19.11.2022,17.8
H132,132,H,19.11.2022,6.4
H134,134,H,19.11.2022,11.6
H136,136,H,19.11.2022,10.7
H138,138,H,19.11.2022,11.3
H139,139,H,19.11.2022,9
H140,140,H,19.11.2022,6.1
H142,142,H,19.11.2022,14.2
I145,145,I,19.11.2022,24.5
I148,148,I,19.11.2022,17.8
I154,154,I,19.11.2022,4.9
I155,155,I,19.11.2022,4.3
I156,156,I,19.11.2022,0
I159,159,I,19.11.2022,14.7
I160,160,I,19.11.2022,9.9
I162,162,I,19.11.2022,10.6
J163,163,J,19.11.2022,15.4
J168,168,J,19.11.2022,12.6
J170,170,J,19.11.2022,14.3
J171,171,J,19.11.2022,21.1
J172,172,J,19.11.2022,17.7
J173,173,J,19.11.2022,6.9
J175,175,J,19.11.2022,19.6
J177,177,J,19.11.2022,7.1
J179,179,J,19.11.2022,12.7
K183,183,K,19.11.2022,20.7
K186,186,K,19.11.2022,7.4
K190,190,K,19.11.2022,19.6
K194,194,K,19.11.2022,12
K195,195,K,19.11.2022,11.1
K196,196,K,19.11.2022,10.6
K197,197,K,19.11.2022,9
A01,1,A,19.11.2022,25.5
A15,15,A,19.11.2022,9.8
B19,19,B,19.11.2022,6.1
B27,27,B,19.11.2022,4
B34,34,B,19.11.2022,13.2
B35,35,B,19.11.2022,15.5
C38,38,C,19.11.2022,2.2
C41,41,C,19.11.2022,17.4
C43,43,C,19.11.2022,12.2
C53,53,C,19.11.2022,24.6
D57,57,D,19.11.2022,6.3
D60,60,D,19.11.2022,21.3
D66,66,D,19.11.2022,23.7
D67,67,D,19.11.2022,9
E78,78,E,19.11.2022,20.1
E81,81,E,19.11.2022,6.7
E89,89,E,19.11.2022,11.1
F92,92,F,19.11.2022,22.7
F96,96,F,19.11.2022,18.9
F104,104,F,19.11.2022,13.7
F107,107,F,19.11.2022,24.3
G111,111,G,19.11.2022,2.6
G114,114,G,19.11.2022,8.3
G116,116,G,19.11.2022,12.4
G119,119,G,19.11.2022,24.8
H129,129,H,19.11.2022,10
H141,141,H,19.11.2022,21.6
H143,143,H,19.11.2022,24.9
H144,144,H,19.11.2022,8.8
I146,146,I,19.11.2022,15
I149,149,I,19.11.2022,9.9
I150,150,I,19.11.2022,7.5
I151,151,I,19.11.2022,7.2
J167,167,J,19.11.2022,7.5
J174,174,J,19.11.2022,15.6
J176,176,J,19.11.2022,12.7
J180,180,J,19.11.2022,6.9
K185,185,K,19.11.2022,19.7
K187,187,K,19.11.2022,13.1
K188,188,K,19.11.2022,11.2
K192,192,K,19.11.2022,8
K193,193,K,19.11.2022,11.5
K198,198,K,19.11.2022,12.9
A01,1,A,01.12.2022,14.2
A02,2,A,01.12.2022,18.1
A03,3,A,01.12.2022,12.5
A04,4,A,01.12.2022,1.4
A05,5,A,01.12.2022,0
A06,6,A,01.12.2022,0
A07,7,A,01.12.2022,0
A08,8,A,01.12.2022,0
A09,9,A,01.12.2022,0
A10,10,A,01.12.2022,0
A11,11,A,01.12.2022,12.2
A12,12,A,01.12.2022,12.5
A13,13,A,01.12.2022,2.4
A14,14,A,01.12.2022,0
A15,15,A,01.12.2022,0
A16,16,A,01.12.2022,0
A17,17,A,01.12.2022,0
A18,18,A,01.12.2022,0
B19,19,B,01.12.2022,0
B20,20,B,01.12.2022,0
B21,21,B,01.12.2022,3.4
B28,22,B,01.12.2022,0
B30,23,B,01.12.2022,0
B35,24,B,01.12.2022,0
B36,25,B,01.12.2022,0
B26,26,B,01.12.2022,0
B27,27,B,01.12.2022,0
B28,28,B,01.12.2022,1.7
B29,29,B,01.12.2022,0
B30,30,B,01.12.2022,4.4
B31,31,B,01.12.2022,0
B32,32,B,01.12.2022,0
B33,33,B,01.12.2022,0
B34,34,B,01.12.2022,0
B35,35,B,01.12.2022,9.4
B36,36,B,01.12.2022,2.9
C37,37,C,01.12.2022,0
C38,38,C,01.12.2022,0
C39,39,C,01.12.2022,0
C40,40,C,01.12.2022,0
C41,41,C,01.12.2022,0
C42,42,C,01.12.2022,0
C43,43,C,01.12.2022,0
C44,44,C,01.12.2022,0
C45,45,C,01.12.2022,0
C46,46,C,01.12.2022,7.7
C47,47,C,01.12.2022,0
C48,48,C,01.12.2022,4.8
C49,49,C,01.12.2022,0
C50,50,C,01.12.2022,0
C51,51,C,01.12.2022,9
C52,52,C,01.12.2022,12.5
C53,53,C,01.12.2022,11.3
C54,54,C,01.12.2022,0
D55,55,D,01.12.2022,1.1
D56,56,D,01.12.2022,0
D57,57,D,01.12.2022,0
D58,58,D,01.12.2022,0
D59,59,D,01.12.2022,14.7
D60,60,D,01.12.2022,15.4
D61,61,D,01.12.2022,0
D62,62,D,01.12.2022,0
D63,63,D,01.12.2022,6.8
D64,64,D,01.12.2022,2.1
D65,65,D,01.12.2022,1.8
D66,66,D,01.12.2022,6.3
D67,67,D,01.12.2022,0
D68,68,D,01.12.2022,12.1
D69,69,D,01.12.2022,15
D70,70,D,01.12.2022,0
D71,71,D,01.12.2022,0
D72,72,D,01.12.2022,0
E73,73,E,01.12.2022,0
E74,74,E,01.12.2022,0
E75,75,E,01.12.2022,0
E76,76,E,01.12.2022,12.1
E77,77,E,01.12.2022,4.5
E78,78,E,01.12.2022,0
E79,79,E,01.12.2022,13
E80,80,E,01.12.2022,0
E81,81,E,01.12.2022,0
E82,82,E,01.12.2022,0
E83,83,E,01.12.2022,3.5
E84,84,E,01.12.2022,0.6
E85,85,E,01.12.2022,0
E86,86,E,01.12.2022,0
E87,87,E,01.12.2022,0
E88,88,E,01.12.2022,4.7
E89,89,E,01.12.2022,0
E90,90,E,01.12.2022,0
F91,91,F,01.12.2022,8
F92,92,F,01.12.2022,9.8
F93,93,F,01.12.2022,0
F94,94,F,01.12.2022,0
F95,95,F,01.12.2022,2.3
F96,96,F,01.12.2022,0
F97,97,F,01.12.2022,0
F98,98,F,01.12.2022,0
F99,99,F,01.12.2022,0
F100,100,F,01.12.2022,0
F101,101,F,01.12.2022,13.3
F102,102,F,01.12.2022,7.8
F103,103,F,01.12.2022,0
F104,104,F,01.12.2022,1
F105,105,F,01.12.2022,4
F106,106,F,01.12.2022,0
F107,107,F,01.12.2022,0
F108,108,F,01.12.2022,8.9
G109,109,G,01.12.2022,14.6
G110,110,G,01.12.2022,5.3
G111,111,G,01.12.2022,0
G112,112,G,01.12.2022,0
G113,113,G,01.12.2022,7.6
G114,114,G,01.12.2022,0
G115,115,G,01.12.2022,7.8
G116,116,G,01.12.2022,0
G117,117,G,01.12.2022,0
G118,118,G,01.12.2022,3
G119,119,G,01.12.2022,13.2
G120,120,G,01.12.2022,9.6
G121,121,G,01.12.2022,2.5
G122,122,G,01.12.2022,0
G123,123,G,01.12.2022,0
G124,124,G,01.12.2022,0
G125,125,G,01.12.2022,1.2
G126,126,G,01.12.2022,0
H127,127,H,01.12.2022,1.3
H128,128,H,01.12.2022,3
H129,129,H,01.12.2022,0
H130,130,H,01.12.2022,0
H131,131,H,01.12.2022,3.5
H132,132,H,01.12.2022,0
H133,133,H,01.12.2022,1.1
H134,134,H,01.12.2022,0
H135,135,H,01.12.2022,0
H136,136,H,01.12.2022,0
H137,137,H,01.12.2022,2.9
H138,138,H,01.12.2022,0
H139,139,H,01.12.2022,0
H140,140,H,01.12.2022,0
H141,141,H,01.12.2022,12.9
H142,142,H,01.12.2022,0
H143,143,H,01.12.2022,0
H144,144,H,01.12.2022,0
I145,145,I,01.12.2022,0
I146,146,I,01.12.2022,9.9
I147,147,I,01.12.2022,0
I148,148,I,01.12.2022,0
I149,149,I,01.12.2022,0
I150,150,I,01.12.2022,0
I151,151,I,01.12.2022,0
I152,152,I,01.12.2022,0
I153,153,I,01.12.2022,11.2
I154,154,I,01.12.2022,0
I155,155,I,01.12.2022,0
I156,156,I,01.12.2022,0
I157,157,I,01.12.2022,10.9
I158,158,I,01.12.2022,0
I159,159,I,01.12.2022,0
I160,160,I,01.12.2022,0
I161,161,I,01.12.2022,0
I162,162,I,01.12.2022,0
J163,163,J,01.12.2022,0
J164,164,J,01.12.2022,0
J165,165,J,01.12.2022,0
J166,166,J,01.12.2022,10
J167,167,J,01.12.2022,3.7
J168,168,J,01.12.2022,3.1
J169,169,J,01.12.2022,0
J170,170,J,01.12.2022,0.7
J171,171,J,01.12.2022,0
J172,172,J,01.12.2022,2.6
J173,173,J,01.12.2022,0
J174,174,J,01.12.2022,0
J175,175,J,01.12.2022,10.1
J176,176,J,01.12.2022,0
J177,177,J,01.12.2022,0
J178,178,J,01.12.2022,0
J179,179,J,01.12.2022,0
J180,180,J,01.12.2022,0
K181,181,K,01.12.2022,0
K182,182,K,01.12.2022,2.2
K183,183,K,01.12.2022,8.7
K184,184,K,01.12.2022,2.5
K185,185,K,01.12.2022,0
K186,186,K,01.12.2022,0
K187,187,K,01.12.2022,0
K188,188,K,01.12.2022,6.2
K189,189,K,01.12.2022,4.4
K190,190,K,01.12.2022,12.9
K191,191,K,01.12.2022,0
K192,192,K,01.12.2022,0
K193,193,K,01.12.2022,0
K194,194,K,01.12.2022,0
K195,195,K,01.12.2022,0
K196,196,K,01.12.2022,0
K197,197,K,01.12.2022,0
K198,198,K,01.12.2022,1.4
A01,1,A,14.12.2022,0
A02,2,A,14.12.2022,0
A03,3,A,14.12.2022,0
A04,4,A,14.12.2022,0
A05,5,A,14.12.2022,0
A06,6,A,14.12.2022,0
A07,7,A,14.12.2022,0
A08,8,A,14.12.2022,0
A09,9,A,14.12.2022,0
A10,10,A,14.12.2022,0
A11,11,A,14.12.2022,0
A12,12,A,14.12.2022,0
A13,13,A,14.12.2022,0
A14,14,A,14.12.2022,0
A15,15,A,14.12.2022,0
A16,16,A,14.12.2022,0
A17,17,A,14.12.2022,0
A18,18,A,14.12.2022,0
B19,19,B,14.12.2022,0
B20,20,B,14.12.2022,0
B21,21,B,14.12.2022,0
B22,22,B,14.12.2022,0
B23,23,B,14.12.2022,0
B24,24,B,14.12.2022,0
B25,25,B,14.12.2022,0
B26,26,B,14.12.2022,0
B27,27,B,14.12.2022,0
B28,28,B,14.12.2022,0
B29,29,B,14.12.2022,0
B30,30,B,14.12.2022,0
B31,31,B,14.12.2022,0
B32,32,B,14.12.2022,0
B33,33,B,14.12.2022,0
B34,34,B,14.12.2022,0
B35,35,B,14.12.2022,0
B36,36,B,14.12.2022,0
C37,37,C,14.12.2022,0
C38,38,C,14.12.2022,0
C39,39,C,14.12.2022,0
C40,40,C,14.12.2022,0
C41,41,C,14.12.2022,0
C42,42,C,14.12.2022,0
C43,43,C,14.12.2022,0
C44,44,C,14.12.2022,0
C45,45,C,14.12.2022,0
C46,46,C,14.12.2022,0
C47,47,C,14.12.2022,0
C48,48,C,14.12.2022,0
C49,49,C,14.12.2022,0
C50,50,C,14.12.2022,0
C51,51,C,14.12.2022,0
C52,52,C,14.12.2022,0
C53,53,C,14.12.2022,0
C54,54,C,14.12.2022,0
D55,55,D,14.12.2022,0
D56,56,D,14.12.2022,0
D57,57,D,14.12.2022,0
D58,58,D,14.12.2022,0
D59,59,D,14.12.2022,0
D60,60,D,14.12.2022,0
D61,61,D,14.12.2022,0
D62,62,D,14.12.2022,0
D63,63,D,14.12.2022,0
D64,64,D,14.12.2022,0
D65,65,D,14.12.2022,0
D66,66,D,14.12.2022,0
D67,67,D,14.12.2022,0
D68,68,D,14.12.2022,0
D69,69,D,14.12.2022,0
D70,70,D,14.12.2022,0
D71,71,D,14.12.2022,0
D72,72,D,14.12.2022,0
E73,73,E,14.12.2022,0
E74,74,E,14.12.2022,0
E75,75,E,14.12.2022,0
E76,76,E,14.12.2022,0
E77,77,E,14.12.2022,0
E78,78,E,14.12.2022,0
E79,79,E,14.12.2022,0
E80,80,E,14.12.2022,0
E81,81,E,14.12.2022,0
E82,82,E,14.12.2022,0
E83,83,E,14.12.2022,0
E84,84,E,14.12.2022,0
E85,85,E,14.12.2022,0
E86,86,E,14.12.2022,0
E87,87,E,14.12.2022,0
E88,88,E,14.12.2022,0
E89,89,E,14.12.2022,0
E90,90,E,14.12.2022,0
F91,91,F,14.12.2022,0
F92,92,F,14.12.2022,0
F93,93,F,14.12.2022,0
F94,94,F,14.12.2022,0
F95,95,F,14.12.2022,0
F96,96,F,14.12.2022,0
F97,97,F,14.12.2022,0
F98,98,F,14.12.2022,0
F99,99,F,14.12.2022,0
F100,100,F,14.12.2022,0
F101,101,F,14.12.2022,0
F102,102,F,14.12.2022,0
F103,103,F,14.12.2022,0
F104,104,F,14.12.2022,0
F105,105,F,14.12.2022,0
F106,106,F,14.12.2022,0
F107,107,F,14.12.2022,0
F108,108,F,14.12.2022,0
G109,109,G,14.12.2022,0
G110,110,G,14.12.2022,0
G111,111,G,14.12.2022,0
G112,112,G,14.12.2022,0
G113,113,G,14.12.2022,0
G114,114,G,14.12.2022,0
G115,115,G,14.12.2022,0
G116,116,G,14.12.2022,0
G117,117,G,14.12.2022,0
G118,118,G,14.12.2022,0
G119,119,G,14.12.2022,0
G120,120,G,14.12.2022,0
G121,121,G,14.12.2022,0
G122,122,G,14.12.2022,0
G123,123,G,14.12.2022,0
G124,124,G,14.12.2022,0
G125,125,G,14.12.2022,0
G126,126,G,14.12.2022,0
H127,127,H,14.12.2022,0
H128,128,H,14.12.2022,0
H129,129,H,14.12.2022,0
H130,130,H,14.12.2022,0
H131,131,H,14.12.2022,0
H132,132,H,14.12.2022,0
H133,133,H,14.12.2022,0
H134,134,H,14.12.2022,0
H135,135,H,14.12.2022,0
H136,136,H,14.12.2022,0
H137,137,H,14.12.2022,0
H138,138,H,14.12.2022,0
H139,139,H,14.12.2022,0
H140,140,H,14.12.2022,0
H141,141,H,14.12.2022,0
H142,142,H,14.12.2022,0
H143,143,H,14.12.2022,0
H144,144,H,14.12.2022,0
I145,145,I,14.12.2022,0
I146,146,I,14.12.2022,0
I147,147,I,14.12.2022,0
I148,148,I,14.12.2022,0
I149,149,I,14.12.2022,0
I150,150,I,14.12.2022,0
I151,151,I,14.12.2022,0
I152,152,I,14.12.2022,0
I153,153,I,14.12.2022,0
I154,154,I,14.12.2022,0
I155,155,I,14.12.2022,0
I156,156,I,14.12.2022,0
I157,157,I,14.12.2022,0
I158,158,I,14.12.2022,0
I159,159,I,14.12.2022,0
I160,160,I,14.12.2022,0
I161,161,I,14.12.2022,0
I162,162,I,14.12.2022,0
J163,163,J,14.12.2022,0
J164,164,J,14.12.2022,0
J165,165,J,14.12.2022,0
J166,166,J,14.12.2022,0
J167,167,J,14.12.2022,0
J168,168,J,14.12.2022,0
J169,169,J,14.12.2022,0
J170,170,J,14.12.2022,0
J171,171,J,14.12.2022,0
J172,172,J,14.12.2022,0
J173,173,J,14.12.2022,0
J174,174,J,14.12.2022,0
J175,175,J,14.12.2022,0
J176,176,J,14.12.2022,0
J177,177,J,14.12.2022,0
J178,178,J,14.12.2022,0
J179,179,J,14.12.2022,0
J180,180,J,14.12.2022,0
K181,181,K,14.12.2022,0
K182,182,K,14.12.2022,0
K183,183,K,14.12.2022,0
K184,184,K,14.12.2022,0
K185,185,K,14.12.2022,0
K186,186,K,14.12.2022,0
K187,187,K,14.12.2022,0
K188,188,K,14.12.2022,0
K189,189,K,14.12.2022,0
K190,190,K,14.12.2022,0
K191,191,K,14.12.2022,0
K192,192,K,14.12.2022,0
K193,193,K,14.12.2022,0
K194,194,K,14.12.2022,0
K195,195,K,14.12.2022,0
K196,196,K,14.12.2022,0
K197,197,K,14.12.2022,0
K198,198,K,14.12.2022,0