TreeID,apical length,lateral length,week,doy,date
D58,25.06,18.01,9,293,20.10.2022
D59,27.29,19.76,9,293,20.10.2022
D60,,25.37,9,293,20.10.2022
D61,26.34,25.56,9,293,20.10.2022
D62,31.95,22.87,9,293,20.10.2022
D63,18.14,18.8,9,293,20.10.2022
D64,23.01,17,9,293,20.10.2022
D65,28.56,20.07,9,293,20.10.2022
D66,31.16,23.17,9,293,20.10.2022
D67,34.6,18.18,9,293,20.10.2022
D68,16.99,16.27,9,293,20.10.2022
D69,23.13,20.27,9,293,20.10.2022
D70,29.53,20.7,9,293,20.10.2022
D71,23.44,17.5,9,293,20.10.2022
D72,,15.17,9,293,20.10.2022
E73,31.59,17.73,9,293,20.10.2022
E74,29.85,21.64,9,293,20.10.2022
E75,25.86,,9,293,20.10.2022
E76,30.57,19.85,9,293,20.10.2022
E77,31.44,28.58,9,293,20.10.2022
E78,21.56,19.04,9,293,20.10.2022
E79,22.08,19.09,9,293,20.10.2022
E80,51.61,22.91,9,293,20.10.2022
E81,23.57,24.06,9,293,20.10.2022
E82,21.39,22.16,9,293,20.10.2022
E83,,23.26,9,293,20.10.2022
E84,25.79,21.12,9,293,20.10.2022
E85,21,21.55,9,293,20.10.2022
E86,29.69,20.79,9,293,20.10.2022
E87,37.05,22.13,9,293,20.10.2022
E88,23.5,26.11,9,293,20.10.2022
E89,23.35,26.22,9,293,20.10.2022
E90,22.43,25.86,9,293,20.10.2022
F100,27.52,22.57,9,293,20.10.2022
F101,15.32,20.19,9,293,20.10.2022
F102,20.02,21.72,9,293,20.10.2022
F103,20.49,19.48,9,293,20.10.2022
F104,13.89,17.89,9,293,20.10.2022
F105,30.01,17,9,293,20.10.2022
F106,14.35,22.48,9,293,20.10.2022
F107,18.42,22.46,9,293,20.10.2022
F108,12.33,12.88,9,293,20.10.2022
F91,,20.11,9,293,20.10.2022
F92,20.7,23.75,9,293,20.10.2022
F93,35.81,19.68,9,293,20.10.2022
F94,16.36,19.45,9,293,20.10.2022
F95,25.45,23.96,9,293,20.10.2022
F96,27.8,23.17,9,293,20.10.2022
F97,14.73,24,9,293,20.10.2022
F98,15.55,24.41,9,293,20.10.2022
F99,17.02,8.72,9,293,20.10.2022
G109,27.03,23.65,9,293,20.10.2022
G110,21.42,18.62,9,293,20.10.2022
G111,20.36,13.18,9,293,20.10.2022
G112,25.87,23.57,9,293,20.10.2022
G113,22.73,26.64,9,293,20.10.2022
G114,24.16,21.97,9,293,20.10.2022
G115,29.55,25.59,9,293,20.10.2022
G116,22.34,20.84,9,293,20.10.2022
G117,18.93,19.1,9,293,20.10.2022
G118,25.09,16.75,9,293,20.10.2022
G119,20.38,15.42,9,293,20.10.2022
G120,14.39,16.14,9,293,20.10.2022
G121,21.53,17.93,9,293,20.10.2022
G122,22.3,16.43,9,293,20.10.2022
G123,18.34,18.47,9,293,20.10.2022
G124,20.81,15.02,9,293,20.10.2022
G125,,20.8,9,293,20.10.2022
G126,21.15,19.45,9,293,20.10.2022
H127,27.63,29.47,9,293,20.10.2022
H128,28.09,18.67,9,293,20.10.2022
H129,17.04,20.08,9,293,20.10.2022
H130,17.83,25,9,293,20.10.2022
H131,33.7,25.44,9,293,20.10.2022
H132,18.69,15.04,9,293,20.10.2022
H133,24.83,20.4,9,293,20.10.2022
H134,32.79,26.49,9,293,20.10.2022
H135,17.53,16.02,9,293,20.10.2022
H136,33.81,24.83,9,293,20.10.2022
H137,18.56,23.8,9,293,20.10.2022
H138,18.09,22.35,9,293,20.10.2022
H139,,20.54,9,293,20.10.2022
H140,20.69,22.55,9,293,20.10.2022
H141,26.08,27.75,9,293,20.10.2022
H142,25.73,22.48,9,293,20.10.2022
H143,,25.8,9,293,20.10.2022
H144,33.82,21.87,9,293,20.10.2022
I145,25.39,20.73,9,293,20.10.2022
I146,13.86,15.74,9,293,20.10.2022
I147,15.41,21.99,9,293,20.10.2022
I148,7.51,12.1,9,293,20.10.2022
I149,17.28,18.74,9,293,20.10.2022
I150,13.74,15.3,9,293,20.10.2022
I151,20.82,16.92,9,293,20.10.2022
I152,23.65,17.2,9,293,20.10.2022
I153,22.5,22.14,9,293,20.10.2022
I154,19.83,18.16,9,293,20.10.2022
I155,26.28,16.17,9,293,20.10.2022
I156,23.54,17.93,9,293,20.10.2022
I157,,24.04,9,293,20.10.2022
I158,7.7,15.28,9,293,20.10.2022
I159,,17.61,9,293,20.10.2022
I160,23.7,19.55,9,293,20.10.2022
I161,14.91,18.65,9,293,20.10.2022
I162,,21.95,9,293,20.10.2022
J163,14.93,17.53,9,293,20.10.2022
J164,23.45,26,9,293,20.10.2022
J165,16.57,17.34,9,293,20.10.2022
J166,30.27,22.67,9,293,20.10.2022
J167,23.37,29.42,9,293,20.10.2022
J168,24.4,17.79,9,293,20.10.2022
J169,25.86,28.73,9,293,20.10.2022
J170,19.7,16.82,9,293,20.10.2022
J171,22.77,27.02,9,293,20.10.2022
J172,33.6,23.92,9,293,20.10.2022
J173,26.37,18.9,9,293,20.10.2022
J174,21.79,22.01,9,293,20.10.2022
J175,16.86,21.54,9,293,20.10.2022
J176,25.41,18.54,9,293,20.10.2022
J177,20.91,21.65,9,293,20.10.2022
J178,24.94,20.04,9,293,20.10.2022
J179,25.11,20.57,9,293,20.10.2022
J180,24.73,19.84,9,293,20.10.2022
K181,22.33,25.96,9,293,20.10.2022
K182,16.85,21.48,9,293,20.10.2022
K183,20.7,18.94,9,293,20.10.2022
K184,9.88,17.69,9,293,20.10.2022
K185,16.23,16.36,9,293,20.10.2022
K186,23.81,16.3,9,293,20.10.2022
K187,,21.34,9,293,20.10.2022
K188,24.48,21.36,9,293,20.10.2022
K189,18.86,16.8,9,293,20.10.2022
K190,10.04,,9,293,20.10.2022
K191,21.01,18.3,9,293,20.10.2022
K192,23.67,16.49,9,293,20.10.2022
K193,21.32,19.02,9,293,20.10.2022
K194,19.54,20.48,9,293,20.10.2022
K195,22.91,19.1,9,293,20.10.2022
K196,23.51,19.87,9,293,20.10.2022
K197,24.51,22.7,9,293,20.10.2022
K198,25.35,20.02,9,293,20.10.2022
A01,17.23,15.51,10,300,27.10.2022
A02,24.34,26.23,10,300,27.10.2022
A03,24.09,21.43,10,300,27.10.2022
A04,23.58,21.35,10,300,27.10.2022
A05,25.82,20.12,10,300,27.10.2022
A06,35.68,24.03,10,300,27.10.2022
A07,18.17,19.6,10,300,27.10.2022
A08,23.26,20.8,10,300,27.10.2022
A09,17.19,14,10,300,27.10.2022
A10,21.25,18.96,10,300,27.10.2022
A11,38.95,29.39,10,300,27.10.2022
A12,33.2,20,10,300,27.10.2022
A13,24.13,21.59,10,300,27.10.2022
A14,24.06,18.09,10,300,27.10.2022
A15,27.35,16.63,10,300,27.10.2022
A16,18.6,21.5,10,300,27.10.2022
A17,28.98,21.1,10,300,27.10.2022
A18,19.32,21.46,10,300,27.10.2022
B19,23.32,16.48,10,300,27.10.2022
B20,18.17,18.85,10,300,27.10.2022
B21,18.52,23.84,10,300,27.10.2022
B22,19.31,11.45,10,300,27.10.2022
B23,21.63,17.4,10,300,27.10.2022
B24,15.08,15.79,10,300,27.10.2022
B25,21.56,25.49,10,300,27.10.2022
B26,27.35,23.47,10,300,27.10.2022
B27,13.78,14.16,10,300,27.10.2022
B28,18.27,31.69,10,300,27.10.2022
B29,26.87,23.86,10,300,27.10.2022
B30,16.83,21.38,10,300,27.10.2022
B31,26.37,17.07,10,300,27.10.2022
B32,21.45,20.06,10,300,27.10.2022
B33,15.76,16.58,10,300,27.10.2022
B34,18.59,18.82,10,300,27.10.2022
B35,18.25,29.55,10,300,27.10.2022
B36,21.76,16.83,10,300,27.10.2022
C37,26.14,20.43,10,300,27.10.2022
C38,21.17,20.05,10,300,27.10.2022
C39,13.54,14.93,10,300,27.10.2022
C40,14.65,16.86,10,300,27.10.2022
C41,38.33,22.83,10,300,27.10.2022
C42,23.04,22.71,10,300,27.10.2022
C43,22.46,17.9,10,300,27.10.2022
C44,28.54,22.01,10,300,27.10.2022
C45,28.6,19.46,10,300,27.10.2022
C46,21.74,18.32,10,300,27.10.2022
C47,37.7,29.23,10,300,27.10.2022
C48,17,18.92,10,300,27.10.2022
C49,23.77,22.33,10,300,27.10.2022
C50,19.4,32.46,10,300,27.10.2022
C51,33.25,25.02,10,300,27.10.2022
C52,22.64,21.81,10,300,27.10.2022
C53,24.29,31.21,10,300,27.10.2022
C54,19.99,24.69,10,300,27.10.2022
D55,30.21,25.59,10,300,27.10.2022
D56,27.63,22.19,10,300,27.10.2022
D57,28.73,21.94,10,300,27.10.2022
D58,25.08,18.04,10,300,27.10.2022
D59,27.3,19.79,10,300,27.10.2022
D60,,25.38,10,300,27.10.2022
D61,26.37,25.57,10,300,27.10.2022
D62,31.97,22.87,10,300,27.10.2022
D63,18.16,18.8,10,300,27.10.2022
D64,23.02,17.03,10,300,27.10.2022
D65,28.76,20.09,10,300,27.10.2022
D66,31.17,23.2,10,300,27.10.2022
D67,34.61,18.21,10,300,27.10.2022
D68,16.99,16.27,10,300,27.10.2022
D69,23.13,20.29,10,300,27.10.2022
D70,29.55,20.71,10,300,27.10.2022
D71,23.45,17.5,10,300,27.10.2022
D72,,15.18,10,300,27.10.2022
E73,31.59,17.76,10,300,27.10.2022
E74,29.88,21.65,10,300,27.10.2022
E75,25.87,,10,300,27.10.2022
E76,30.59,19.86,10,300,27.10.2022
E77,31.45,28.58,10,300,27.10.2022
E78,21.96,19.04,10,300,27.10.2022
E79,22.39,19.09,10,300,27.10.2022
E80,51.61,22.92,10,300,27.10.2022
E81,23.59,24.06,10,300,27.10.2022
E82,21.82,22.18,10,300,27.10.2022
E83,,23.29,10,300,27.10.2022
E84,25.79,21.12,10,300,27.10.2022
E85,21.02,21.58,10,300,27.10.2022
E86,29.74,20.8,10,300,27.10.2022
E87,37.05,22.16,10,300,27.10.2022
E88,23.56,26.13,10,300,27.10.2022
E89,23.38,26.25,10,300,27.10.2022
E90,22.7,25.87,10,300,27.10.2022
F100,27.53,22.6,10,300,27.10.2022
F101,15.33,20.22,10,300,27.10.2022
F102,20.29,21.74,10,300,27.10.2022
F103,20.51,19.48,10,300,27.10.2022
F104,13.92,17.9,10,300,27.10.2022
F105,30.03,17.01,10,300,27.10.2022
F106,14.38,22.5,10,300,27.10.2022
F107,18.43,22.48,10,300,27.10.2022
F108,12.33,12.9,10,300,27.10.2022
F91,,20.12,10,300,27.10.2022
F92,20.72,23.76,10,300,27.10.2022
F93,35.83,19.69,10,300,27.10.2022
F94,16.37,19.46,10,300,27.10.2022
F95,25.45,23.99,10,300,27.10.2022
F96,28.11,23.17,10,300,27.10.2022
F97,14.74,24.02,10,300,27.10.2022
F98,15.74,24.42,10,300,27.10.2022
F99,17.04,8.74,10,300,27.10.2022
G109,27.24,23.66,10,300,27.10.2022
G110,21.42,18.64,10,300,27.10.2022
G111,20.39,13.18,10,300,27.10.2022
G112,25.88,23.58,10,300,27.10.2022
G113,22.74,26.66,10,300,27.10.2022
G114,24.17,21.99,10,300,27.10.2022
G115,29.58,25.61,10,300,27.10.2022
G116,22.36,20.86,10,300,27.10.2022
G117,18.94,19.12,10,300,27.10.2022
G118,25.1,16.75,10,300,27.10.2022
G119,20.49,15.43,10,300,27.10.2022
G120,14.41,16.17,10,300,27.10.2022
G121,21.54,17.96,10,300,27.10.2022
G122,23,16.46,10,300,27.10.2022
G123,19,18.48,10,300,27.10.2022
G124,21.03,15.03,10,300,27.10.2022
G125,,20.82,10,300,27.10.2022
G126,21.58,19.45,10,300,27.10.2022
H127,27.65,29.49,10,300,27.10.2022
H128,28.1,18.68,10,300,27.10.2022
H129,17.27,20.09,10,300,27.10.2022
H130,17.84,25.02,10,300,27.10.2022
H131,33.71,25.45,10,300,27.10.2022
H132,18.69,15.06,10,300,27.10.2022
H133,24.83,20.43,10,300,27.10.2022
H134,32.8,26.51,10,300,27.10.2022
H135,17.53,16.03,10,300,27.10.2022
H136,33.82,24.84,10,300,27.10.2022
H137,18.58,23.81,10,300,27.10.2022
H138,18.09,22.35,10,300,27.10.2022
H139,,20.56,10,300,27.10.2022
H140,20.7,22.57,10,300,27.10.2022
H141,26.11,27.76,10,300,27.10.2022
H142,25.82,22.51,10,300,27.10.2022
H143,,25.82,10,300,27.10.2022
H144,33.84,22.03,10,300,27.10.2022
I145,25.39,20.74,10,300,27.10.2022
I146,13.88,15.76,10,300,27.10.2022
I147,15.42,22.02,10,300,27.10.2022
I148,7.53,12.12,10,300,27.10.2022
I149,17.29,18.76,10,300,27.10.2022
I150,13.76,15.31,10,300,27.10.2022
I151,20.85,16.95,10,300,27.10.2022
I152,23.68,17.2,10,300,27.10.2022
I153,22.53,22.15,10,300,27.10.2022
I154,19.84,18.18,10,300,27.10.2022
I155,26.31,16.18,10,300,27.10.2022
I156,23.56,17.95,10,300,27.10.2022
I157,,24.05,10,300,27.10.2022
I158,7.71,15.29,10,300,27.10.2022
I159,,17.62,10,300,27.10.2022
I160,23.71,19.57,10,300,27.10.2022
I161,14.92,18.66,10,300,27.10.2022
I162,,21.98,10,300,27.10.2022
J163,15.16,17.66,10,300,27.10.2022
J164,23.63,26.02,10,300,27.10.2022
J165,16.59,17.36,10,300,27.10.2022
J166,30.35,22.67,10,300,27.10.2022
J167,23.38,29.45,10,300,27.10.2022
J168,24.42,17.82,10,300,27.10.2022
J169,25.87,28.75,10,300,27.10.2022
J170,19.72,16.84,10,300,27.10.2022
J171,22.79,27.03,10,300,27.10.2022
J172,33.62,23.94,10,300,27.10.2022
J173,26.38,18.93,10,300,27.10.2022
J174,21.79,22.01,10,300,27.10.2022
J175,17.33,21.56,10,300,27.10.2022
J176,25.42,18.55,10,300,27.10.2022
J177,21.28,21.65,10,300,27.10.2022
J178,25.4,20.07,10,300,27.10.2022
J179,25.13,20.58,10,300,27.10.2022
J180,24.74,19.87,10,300,27.10.2022
K181,22.34,25.97,10,300,27.10.2022
K182,16.85,21.5,10,300,27.10.2022
K183,20.7,18.95,10,300,27.10.2022
K184,9.9,17.7,10,300,27.10.2022
K185,16.26,16.37,10,300,27.10.2022
K186,23.83,16.33,10,300,27.10.2022
K187,,21.34,10,300,27.10.2022
K188,24.49,21.39,10,300,27.10.2022
K189,18.92,16.82,10,300,27.10.2022
K190,10.06,,10,300,27.10.2022
K191,21.03,18.32,10,300,27.10.2022
K192,23.68,16.49,10,300,27.10.2022
K193,21.33,19.04,10,300,27.10.2022
K194,19.56,20.5,10,300,27.10.2022
K195,22.91,19.1,10,300,27.10.2022
K196,23.51,19.87,10,300,27.10.2022
K197,24.53,22.71,10,300,27.10.2022
K198,25.37,20.03,10,300,27.10.2022
A01,17.24,15.52,11,307,03.11.2022
A02,24.34,26.26,11,307,03.11.2022
A03,24.12,21.44,11,307,03.11.2022
A04,23.62,21.38,11,307,03.11.2022
A05,25.85,20.15,11,307,03.11.2022
A06,35.68,24.04,11,307,03.11.2022
A07,18.17,19.61,11,307,03.11.2022
A08,23.31,20.81,11,307,03.11.2022
A09,17.23,14.02,11,307,03.11.2022
A10,21.29,19,11,307,03.11.2022
A11,38.98,29.41,11,307,03.11.2022
A12,33.21,20.02,11,307,03.11.2022
A13,24.14,21.59,11,307,03.11.2022
A14,24.06,18.12,11,307,03.11.2022
A15,27.36,16.65,11,307,03.11.2022
A16,18.61,21.54,11,307,03.11.2022
A17,29.02,21.14,11,307,03.11.2022
A18,19.36,21.49,11,307,03.11.2022
B19,23.33,16.52,11,307,03.11.2022
B20,18.21,18.86,11,307,03.11.2022
B21,18.54,23.85,11,307,03.11.2022
B22,19.32,11.48,11,307,03.11.2022
B23,21.64,17.42,11,307,03.11.2022
B24,15.11,15.8,11,307,03.11.2022
B25,21.56,25.5,11,307,03.11.2022
B26,27.36,23.47,11,307,03.11.2022
B27,13.82,14.2,11,307,03.11.2022
B28,18.27,31.72,11,307,03.11.2022
B29,26.9,23.88,11,307,03.11.2022
B30,16.85,21.4,11,307,03.11.2022
B31,26.41,17.1,11,307,03.11.2022
B32,21.45,20.08,11,307,03.11.2022
B33,15.78,16.59,11,307,03.11.2022
B34,18.61,18.83,11,307,03.11.2022
B35,18.25,29.57,11,307,03.11.2022
B36,21.77,16.87,11,307,03.11.2022
C37,26.17,20.44,11,307,03.11.2022
C38,21.21,20.07,11,307,03.11.2022
C39,13.57,14.95,11,307,03.11.2022
C40,14.67,16.89,11,307,03.11.2022
C41,38.34,22.83,11,307,03.11.2022
C42,23.08,22.72,11,307,03.11.2022
C43,22.48,17.94,11,307,03.11.2022
C44,28.55,22.03,11,307,03.11.2022
C45,28.61,19.47,11,307,03.11.2022
C46,21.77,18.32,11,307,03.11.2022
C47,37.74,29.23,11,307,03.11.2022
C48,17.05,18.93,11,307,03.11.2022
C49,23.81,22.37,11,307,03.11.2022
C50,19.4,32.47,11,307,03.11.2022
C51,33.3,25.03,11,307,03.11.2022
C52,22.66,21.83,11,307,03.11.2022
C53,24.37,31.24,11,307,03.11.2022
C54,19.99,24.7,11,307,03.11.2022
D55,30.26,25.6,11,307,03.11.2022
D56,27.67,22.19,11,307,03.11.2022
D57,28.78,21.98,11,307,03.11.2022
D58,25.1,18.08,11,307,03.11.2022
D59,27.32,19.8,11,307,03.11.2022
D60,,25.41,11,307,03.11.2022
D61,26.38,25.6,11,307,03.11.2022
D62,31.97,22.91,11,307,03.11.2022
D63,18.18,18.82,11,307,03.11.2022
D64,23.04,17.06,11,307,03.11.2022
D65,28.77,20.12,11,307,03.11.2022
D66,31.22,23.2,11,307,03.11.2022
D67,34.64,18.22,11,307,03.11.2022
D68,17.01,16.3,11,307,03.11.2022
D69,23.16,20.3,11,307,03.11.2022
D70,29.55,20.72,11,307,03.11.2022
D71,23.47,17.52,11,307,03.11.2022
D72,,15.2,11,307,03.11.2022
E73,31.62,17.77,11,307,03.11.2022
E74,29.92,21.66,11,307,03.11.2022
E75,25.88,,11,307,03.11.2022
E76,30.64,19.9,11,307,03.11.2022
E77,31.46,28.59,11,307,03.11.2022
E78,22.08,19.04,11,307,03.11.2022
E79,22.46,19.11,11,307,03.11.2022
E80,51.64,22.96,11,307,03.11.2022
E81,23.64,24.08,11,307,03.11.2022
E82,21.94,22.21,11,307,03.11.2022
E83,,23.31,11,307,03.11.2022
E84,25.82,21.12,11,307,03.11.2022
E85,21.04,21.61,11,307,03.11.2022
E86,29.78,20.81,11,307,03.11.2022
E87,37.09,22.19,11,307,03.11.2022
E88,23.6,26.14,11,307,03.11.2022
E89,23.38,26.26,11,307,03.11.2022
E90,22.84,25.89,11,307,03.11.2022
F100,27.55,22.62,11,307,03.11.2022
F101,15.33,20.25,11,307,03.11.2022
F102,20.32,21.78,11,307,03.11.2022
F103,20.55,19.51,11,307,03.11.2022
F104,13.95,17.93,11,307,03.11.2022
F105,30.04,17.03,11,307,03.11.2022
F106,14.42,22.5,11,307,03.11.2022
F107,18.45,22.48,11,307,03.11.2022
F108,12.34,12.94,11,307,03.11.2022
F91,,20.14,11,307,03.11.2022
F92,20.74,23.78,11,307,03.11.2022
F93,35.87,19.72,11,307,03.11.2022
F94,16.4,19.47,11,307,03.11.2022
F95,25.45,24.01,11,307,03.11.2022
F96,28.2,23.18,11,307,03.11.2022
F97,14.77,24.02,11,307,03.11.2022
F98,15.87,24.45,11,307,03.11.2022
F99,17.07,8.75,11,307,03.11.2022
G109,27.32,23.67,11,307,03.11.2022
G110,21.47,18.66,11,307,03.11.2022
G111,20.43,13.22,11,307,03.11.2022
G112,25.9,23.6,11,307,03.11.2022
G113,22.76,26.68,11,307,03.11.2022
G114,24.21,22.03,11,307,03.11.2022
G115,29.6,25.61,11,307,03.11.2022
G116,22.38,20.87,11,307,03.11.2022
G117,18.95,19.16,11,307,03.11.2022
G118,25.13,16.76,11,307,03.11.2022
G119,20.5,15.46,11,307,03.11.2022
G120,14.44,16.19,11,307,03.11.2022
G121,21.56,18,11,307,03.11.2022
G122,23.09,16.5,11,307,03.11.2022
G123,19.11,18.51,11,307,03.11.2022
G124,21.08,15.03,11,307,03.11.2022
G125,,20.85,11,307,03.11.2022
G126,21.64,19.46,11,307,03.11.2022
H127,27.7,29.52,11,307,03.11.2022
H128,28.14,18.71,11,307,03.11.2022
H129,17.27,20.11,11,307,03.11.2022
H130,17.88,25.05,11,307,03.11.2022
H131,33.74,25.46,11,307,03.11.2022
H132,18.7,15.08,11,307,03.11.2022
H133,24.87,20.45,11,307,03.11.2022
H134,32.83,26.52,11,307,03.11.2022
H135,17.58,16.05,11,307,03.11.2022
H136,33.86,24.85,11,307,03.11.2022
H137,18.59,23.84,11,307,03.11.2022
H138,18.12,22.39,11,307,03.11.2022
H139,,20.57,11,307,03.11.2022
H140,20.71,22.57,11,307,03.11.2022
H141,26.15,27.78,11,307,03.11.2022
H142,25.83,22.53,11,307,03.11.2022
H143,,25.85,11,307,03.11.2022
H144,33.89,22.13,11,307,03.11.2022
I145,25.43,20.75,11,307,03.11.2022
I146,13.89,15.79,11,307,03.11.2022
I147,15.42,22.04,11,307,03.11.2022
I148,7.57,12.15,11,307,03.11.2022
I149,17.3,18.77,11,307,03.11.2022
I150,13.78,15.31,11,307,03.11.2022
I151,20.89,16.99,11,307,03.11.2022
I152,23.72,17.21,11,307,03.11.2022
I153,22.56,22.19,11,307,03.11.2022
I154,19.85,18.2,11,307,03.11.2022
I155,26.32,16.2,11,307,03.11.2022
I156,23.6,17.96,11,307,03.11.2022
I157,,24.06,11,307,03.11.2022
I158,7.75,15.3,11,307,03.11.2022
I159,,17.66,11,307,03.11.2022
I160,23.72,19.61,11,307,03.11.2022
I161,14.93,18.67,11,307,03.11.2022
I162,,22.01,11,307,03.11.2022
J163,15.25,17.69,11,307,03.11.2022
J164,23.65,26.03,11,307,03.11.2022
J165,16.62,17.38,11,307,03.11.2022
J166,30.37,22.68,11,307,03.11.2022
J167,23.43,29.46,11,307,03.11.2022
J168,24.44,17.82,11,307,03.11.2022
J169,25.89,28.75,11,307,03.11.2022
J170,19.75,16.85,11,307,03.11.2022
J171,22.83,27.04,11,307,03.11.2022
J172,33.67,23.95,11,307,03.11.2022
J173,26.41,18.93,11,307,03.11.2022
J174,21.84,22.03,11,307,03.11.2022
J175,17.41,21.57,11,307,03.11.2022
J176,25.45,18.57,11,307,03.11.2022
J177,21.4,21.68,11,307,03.11.2022
J178,25.52,20.09,11,307,03.11.2022
J179,25.15,20.59,11,307,03.11.2022
J180,24.76,19.91,11,307,03.11.2022
K181,22.37,26.01,11,307,03.11.2022
K182,16.86,21.53,11,307,03.11.2022
K183,20.73,18.97,11,307,03.11.2022
K184,9.91,17.71,11,307,03.11.2022
K185,16.26,16.38,11,307,03.11.2022
K186,23.84,16.35,11,307,03.11.2022
K187,,21.35,11,307,03.11.2022
K188,24.5,21.42,11,307,03.11.2022
K189,18.94,16.83,11,307,03.11.2022
K190,10.1,,11,307,03.11.2022
K191,21.07,18.34,11,307,03.11.2022
K192,23.68,16.5,11,307,03.11.2022
K193,21.36,19.07,11,307,03.11.2022
K194,19.59,20.53,11,307,03.11.2022
K195,22.91,19.11,11,307,03.11.2022
K196,23.55,19.9,11,307,03.11.2022
K197,24.54,22.72,11,307,03.11.2022
K198,25.4,20.05,11,307,03.11.2022