id,group,lo.doy,cooling.level,lo.timing,treatment.timing,EOS,EOS.DOY,phenophase,treat.cool.combined
L199,L,131,Control,early,Control,2023-09-14,257,EOS10,Control.Control
L200,L,136,Control,early,Control,2023-09-23,266,EOS10,Control.Control
L201,L,136,Control,early,Control,2023-09-26,269,EOS10,Control.Control
L202,L,131,Control,early,Control,2023-09-17,260,EOS10,Control.Control
L203,L,131,Control,early,Control,2023-10-26,299,EOS10,Control.Control
L204,L,129,Control,early,Control,2023-08-29,241,EOS10,Control.Control
L205,L,131,Control,early,Control,2023-10-07,280,EOS10,Control.Control
L206,L,121,Control,early,Control,2023-10-18,291,EOS10,Control.Control
L207,L,142,Control,early,Control,2023-09-24,267,EOS10,Control.Control
L208,L,129,Control,early,Control,2023-10-23,296,EOS10,Control.Control
L209,L,137,Control,early,Control,2023-09-20,263,EOS10,Control.Control
L210,L,131,Control,early,Control,2023-10-15,288,EOS10,Control.Control
L211,L,131,Control,early,Control,2023-09-15,258,EOS10,Control.Control
L212,L,129,Control,early,Control,2023-11-02,306,EOS10,Control.Control
L213,L,129,Control,early,Control,2023-10-28,301,EOS10,Control.Control
L214,L,129,Control,early,Control,2023-07-25,206,EOS10,Control.Control
L215,L,131,Control,early,Control,2023-09-13,256,EOS10,Control.Control
L216,L,139,Control,early,Control,2023-09-06,249,EOS10,Control.Control
L218,L,125,Control,early,Control,2023-10-09,282,EOS10,Control.Control
L219,L,129,Control,early,Control,2023-10-29,302,EOS10,Control.Control
L220,L,121,Control,early,Control,2023-07-26,207,EOS10,Control.Control
L221,L,137,Control,early,Control,2023-11-05,309,EOS10,Control.Control
L222,L,129,Control,early,Control,2023-10-28,301,EOS10,Control.Control
L223,L,131,Control,early,Control,2023-10-13,286,EOS10,Control.Control
L224,L,129,Control,early,Control,2023-09-18,261,EOS10,Control.Control
L225,L,144,Control,early,Control,2023-09-22,265,EOS10,Control.Control
M226,M,148,Control,late,Control,2023-09-03,246,EOS10,Control.Control
M227,M,148,Control,late,Control,2023-10-12,285,EOS10,Control.Control
M228,M,148,Control,late,Control,2023-09-04,247,EOS10,Control.Control
M229,M,148,Control,late,Control,2023-09-17,260,EOS10,Control.Control
M230,M,148,Control,late,Control,2023-10-30,303,EOS10,Control.Control
M231,M,148,Control,late,Control,2023-08-26,238,EOS10,Control.Control
M233,M,148,Control,late,Control,2023-09-14,257,EOS10,Control.Control
M234,M,148,Control,late,Control,2023-09-21,264,EOS10,Control.Control
M235,M,148,Control,late,Control,2023-08-22,234,EOS10,Control.Control
M236,M,151,Control,late,Control,2023-10-20,293,EOS10,Control.Control
M237,M,150,Control,late,Control,2023-09-21,264,EOS10,Control.Control
M238,M,148,Control,late,Control,2023-10-28,301,EOS10,Control.Control
M239,M,148,Control,late,Control,2023-09-05,248,EOS10,Control.Control
M240,M,148,Control,late,Control,2023-10-27,300,EOS10,Control.Control
M241,M,148,Control,late,Control,2023-10-26,299,EOS10,Control.Control
M242,M,148,Control,late,Control,2023-10-28,301,EOS10,Control.Control
M243,M,148,Control,late,Control,2023-10-07,280,EOS10,Control.Control
M244,M,148,Control,late,Control,2023-10-17,290,EOS10,Control.Control
M245,M,148,Control,late,Control,2023-11-03,307,EOS10,Control.Control
M246,M,148,Control,late,Control,2023-10-05,278,EOS10,Control.Control
M247,M,148,Control,late,Control,2023-08-14,226,EOS10,Control.Control
M248,M,148,Control,late,Control,2023-09-20,263,EOS10,Control.Control
M249,M,148,Control,late,Control,2023-10-09,282,EOS10,Control.Control
M250,M,148,Control,late,Control,2023-10-24,297,EOS10,Control.Control
M251,M,148,Control,late,Control,2023-11-02,306,EOS10,Control.Control
N254,N,129,Moderate,early,July,2023-10-18,291,EOS10,July.Moderate
N255,N,125,Moderate,early,July,2023-09-19,262,EOS10,July.Moderate
N257,N,121,Moderate,early,July,2023-08-29,241,EOS10,July.Moderate
N260,N,131,Moderate,early,July,2023-10-05,278,EOS10,July.Moderate
N261,N,144,Moderate,early,July,2023-07-17,198,EOS10,July.Moderate
N262,N,138,Moderate,early,July,2023-09-20,263,EOS10,July.Moderate
N263,N,136,Moderate,early,July,2023-09-14,257,EOS10,July.Moderate
N264,N,129,Moderate,early,July,2023-11-02,306,EOS10,July.Moderate
N265,N,129,Moderate,early,July,2023-08-31,243,EOS10,July.Moderate
N266,N,129,Moderate,early,July,2023-10-24,297,EOS10,July.Moderate
N267,N,129,Moderate,early,July,2023-10-09,282,EOS10,July.Moderate
N269,N,142,Moderate,early,July,2023-11-02,306,EOS10,July.Moderate
N270,N,136,Moderate,early,July,2023-09-16,259,EOS10,July.Moderate
N272,N,129,Moderate,early,July,2023-10-03,276,EOS10,July.Moderate
N273,N,129,Moderate,early,July,2023-09-15,258,EOS10,July.Moderate
N274,N,125,Moderate,early,July,2023-10-26,299,EOS10,July.Moderate
N275,N,129,Moderate,early,July,2023-09-20,263,EOS10,July.Moderate
N276,N,136,Moderate,early,July,2023-10-28,301,EOS10,July.Moderate
N277,N,129,Moderate,early,July,2023-10-26,299,EOS10,July.Moderate
N278,N,137,Moderate,early,July,2023-10-05,278,EOS10,July.Moderate
O280,O,148,Moderate,late,July,2023-10-26,299,EOS10,July.Moderate
O281,O,150,Moderate,late,July,2023-10-06,279,EOS10,July.Moderate
O282,O,148,Moderate,late,July,2023-11-02,306,EOS10,July.Moderate
O283,O,148,Moderate,late,July,2023-11-03,307,EOS10,July.Moderate
O284,O,148,Moderate,late,July,2023-10-24,297,EOS10,July.Moderate
O285,O,148,Moderate,late,July,2023-10-09,282,EOS10,July.Moderate
O287,O,148,Moderate,late,July,2023-10-26,299,EOS10,July.Moderate
O288,O,155,Moderate,late,July,2023-11-05,309,EOS10,July.Moderate
O289,O,148,Moderate,late,July,2023-11-02,306,EOS10,July.Moderate
O290,O,148,Moderate,late,July,2023-10-29,302,EOS10,July.Moderate
O291,O,148,Moderate,late,July,2023-10-30,303,EOS10,July.Moderate
O292,O,148,Moderate,late,July,2023-09-05,248,EOS10,July.Moderate
O294,O,148,Moderate,late,July,2023-07-10,191,EOS10,July.Moderate
O295,O,148,Moderate,late,July,2023-11-11,315,EOS10,July.Moderate
O296,O,148,Moderate,late,July,2023-09-12,255,EOS10,July.Moderate
O297,O,148,Moderate,late,July,2023-09-07,250,EOS10,July.Moderate
O298,O,150,Moderate,late,July,2023-10-24,297,EOS10,July.Moderate
O299,O,148,Moderate,late,July,2023-10-20,293,EOS10,July.Moderate
O300,O,148,Moderate,late,July,2023-11-08,312,EOS10,July.Moderate
O301,O,148,Moderate,late,July,2023-10-05,278,EOS10,July.Moderate
O302,O,148,Moderate,late,July,2023-09-14,257,EOS10,July.Moderate
O303,O,148,Moderate,late,July,2023-08-28,240,EOS10,July.Moderate
O304,O,148,Moderate,late,July,2023-08-06,218,EOS10,July.Moderate
O305,O,150,Moderate,late,July,2023-09-12,255,EOS10,July.Moderate
O306,O,148,Moderate,late,July,2023-10-05,278,EOS10,July.Moderate
P308,P,125,Extreme,early,July,2023-10-24,297,EOS10,July.Extreme
P309,P,136,Extreme,early,July,2023-10-09,282,EOS10,July.Extreme
P310,P,125,Extreme,early,July,2023-10-21,294,EOS10,July.Extreme
P311,P,142,Extreme,early,July,2023-11-06,310,EOS10,July.Extreme
P312,P,125,Extreme,early,July,2023-10-28,301,EOS10,July.Extreme
P313,P,143,Extreme,early,July,2023-10-19,292,EOS10,July.Extreme
P314,P,131,Extreme,early,July,2023-07-06,187,EOS10,July.Extreme
P315,P,129,Extreme,early,July,2023-10-10,283,EOS10,July.Extreme
P316,P,125,Extreme,early,July,2023-09-23,266,EOS10,July.Extreme
P317,P,129,Extreme,early,July,2023-10-29,302,EOS10,July.Extreme
P318,P,131,Extreme,early,July,2023-09-24,267,EOS10,July.Extreme
P319,P,131,Extreme,early,July,2023-07-30,211,EOS10,July.Extreme
P320,P,129,Extreme,early,July,2023-10-28,301,EOS10,July.Extreme
P322,P,129,Extreme,early,July,2023-09-03,246,EOS10,July.Extreme
P323,P,129,Extreme,early,July,2023-11-02,306,EOS10,July.Extreme
P324,P,129,Extreme,early,July,2023-08-31,243,EOS10,July.Extreme
P325,P,125,Extreme,early,July,2023-08-26,238,EOS10,July.Extreme
P326,P,131,Extreme,early,July,2023-09-25,268,EOS10,July.Extreme
P327,P,131,Extreme,early,July,2023-10-28,301,EOS10,July.Extreme
P328,P,125,Extreme,early,July,2023-10-20,293,EOS10,July.Extreme
P329,P,131,Extreme,early,July,2023-07-08,189,EOS10,July.Extreme
P331,P,131,Extreme,early,July,2023-08-07,219,EOS10,July.Extreme
P333,P,131,Extreme,early,July,2023-11-03,307,EOS10,July.Extreme
Q334,Q,148,Extreme,late,July,2023-09-09,252,EOS10,July.Extreme
Q335,Q,150,Extreme,late,July,2023-10-27,300,EOS10,July.Extreme
Q336,Q,148,Extreme,late,July,2023-10-06,279,EOS10,July.Extreme
Q337,Q,151,Extreme,late,July,2023-08-06,218,EOS10,July.Extreme
Q338,Q,148,Extreme,late,July,2023-08-03,215,EOS10,July.Extreme
Q339,Q,148,Extreme,late,July,2023-09-15,258,EOS10,July.Extreme
Q340,Q,150,Extreme,late,July,2023-10-07,280,EOS10,July.Extreme
Q341,Q,148,Extreme,late,July,2023-09-11,254,EOS10,July.Extreme
Q343,Q,148,Extreme,late,July,2023-09-07,250,EOS10,July.Extreme
Q344,Q,150,Extreme,late,July,2023-10-05,278,EOS10,July.Extreme
Q345,Q,148,Extreme,late,July,2023-09-24,267,EOS10,July.Extreme
Q346,Q,148,Extreme,late,July,2023-10-03,276,EOS10,July.Extreme
Q347,Q,150,Extreme,late,July,2023-07-19,200,EOS10,July.Extreme
Q348,Q,148,Extreme,late,July,2023-08-16,228,EOS10,July.Extreme
Q349,Q,148,Extreme,late,July,2023-08-15,227,EOS10,July.Extreme
Q350,Q,151,Extreme,late,July,2023-10-30,303,EOS10,July.Extreme
Q351,Q,148,Extreme,late,July,2023-08-11,223,EOS10,July.Extreme
Q352,Q,148,Extreme,late,July,2023-11-03,307,EOS10,July.Extreme
Q353,Q,150,Extreme,late,July,2023-11-06,310,EOS10,July.Extreme
Q354,Q,148,Extreme,late,July,2023-10-16,289,EOS10,July.Extreme
Q355,Q,148,Extreme,late,July,2023-10-14,287,EOS10,July.Extreme
Q356,Q,148,Extreme,late,July,2023-09-01,244,EOS10,July.Extreme
Q357,Q,150,Extreme,late,July,2023-11-01,305,EOS10,July.Extreme
Q359,Q,150,Extreme,late,July,2023-09-27,270,EOS10,July.Extreme
Q360,Q,148,Extreme,late,July,2023-10-05,278,EOS10,July.Extreme
R361,R,131,Moderate,early,August,2023-08-15,227,EOS10,August.Moderate
R362,R,131,Moderate,early,August,2023-08-03,215,EOS10,August.Moderate
R363,R,129,Moderate,early,August,2023-08-26,238,EOS10,August.Moderate
R364,R,131,Moderate,early,August,2023-08-31,243,EOS10,August.Moderate
R365,R,131,Moderate,early,August,2023-08-23,235,EOS10,August.Moderate
R366,R,129,Moderate,early,August,2023-09-28,271,EOS10,August.Moderate
R367,R,136,Moderate,early,August,2023-09-08,251,EOS10,August.Moderate
R368,R,129,Moderate,early,August,2023-08-16,228,EOS10,August.Moderate
R369,R,144,Moderate,early,August,2023-08-13,225,EOS10,August.Moderate
R370,R,137,Moderate,early,August,2023-09-01,244,EOS10,August.Moderate
R371,R,121,Moderate,early,August,2023-08-06,218,EOS10,August.Moderate
R373,R,125,Moderate,early,August,2023-09-15,258,EOS10,August.Moderate
R374,R,129,Moderate,early,August,2023-10-03,276,EOS10,August.Moderate
R375,R,136,Moderate,early,August,2023-08-04,216,EOS10,August.Moderate
R377,R,121,Moderate,early,August,2023-10-13,286,EOS10,August.Moderate
R378,R,125,Moderate,early,August,2023-10-03,276,EOS10,August.Moderate
R379,R,139,Moderate,early,August,2023-08-29,241,EOS10,August.Moderate
R380,R,125,Moderate,early,August,2023-09-01,244,EOS10,August.Moderate
R381,R,129,Moderate,early,August,2023-08-16,228,EOS10,August.Moderate
R382,R,136,Moderate,early,August,2023-10-15,288,EOS10,August.Moderate
R383,R,129,Moderate,early,August,2023-08-15,227,EOS10,August.Moderate
R384,R,125,Moderate,early,August,2023-10-24,297,EOS10,August.Moderate
R385,R,129,Moderate,early,August,2023-09-05,248,EOS10,August.Moderate
R386,R,125,Moderate,early,August,2023-10-06,279,EOS10,August.Moderate
R387,R,121,Moderate,early,August,2023-08-16,228,EOS10,August.Moderate
S388,S,150,Moderate,late,August,2023-10-07,280,EOS10,August.Moderate
S389,S,150,Moderate,late,August,2023-10-26,299,EOS10,August.Moderate
S390,S,148,Moderate,late,August,2023-10-06,279,EOS10,August.Moderate
S391,S,148,Moderate,late,August,2023-09-13,256,EOS10,August.Moderate
S392,S,150,Moderate,late,August,2023-09-16,259,EOS10,August.Moderate
S393,S,150,Moderate,late,August,2023-09-28,271,EOS10,August.Moderate
S394,S,148,Moderate,late,August,2023-10-09,282,EOS10,August.Moderate
S395,S,151,Moderate,late,August,2023-08-10,222,EOS10,August.Moderate
S396,S,148,Moderate,late,August,2023-08-01,213,EOS10,August.Moderate
S397,S,148,Moderate,late,August,2023-09-06,249,EOS10,August.Moderate
S398,S,148,Moderate,late,August,2023-10-05,278,EOS10,August.Moderate
S399,S,148,Moderate,late,August,2023-09-28,271,EOS10,August.Moderate
S401,S,150,Moderate,late,August,2023-09-06,249,EOS10,August.Moderate
S402,S,148,Moderate,late,August,2023-10-12,285,EOS10,August.Moderate
S403,S,148,Moderate,late,August,2023-08-30,242,EOS10,August.Moderate
S404,S,148,Moderate,late,August,2023-08-26,238,EOS10,August.Moderate
S405,S,148,Moderate,late,August,2023-10-09,282,EOS10,August.Moderate
S406,S,148,Moderate,late,August,2023-10-12,285,EOS10,August.Moderate
S407,S,150,Moderate,late,August,2023-10-15,288,EOS10,August.Moderate
S408,S,150,Moderate,late,August,2023-09-01,244,EOS10,August.Moderate
S409,S,148,Moderate,late,August,2023-09-26,269,EOS10,August.Moderate
S410,S,148,Moderate,late,August,2023-09-24,267,EOS10,August.Moderate
S411,S,148,Moderate,late,August,2023-10-23,296,EOS10,August.Moderate
S412,S,150,Moderate,late,August,2023-10-20,293,EOS10,August.Moderate
S413,S,148,Moderate,late,August,2023-10-18,291,EOS10,August.Moderate
T415,T,129,Extreme,early,August,2023-08-04,216,EOS10,August.Extreme
T416,T,145,Extreme,early,August,2023-08-14,226,EOS10,August.Extreme
T417,T,136,Extreme,early,August,2023-08-15,227,EOS10,August.Extreme
T418,T,130,Extreme,early,August,2023-08-21,233,EOS10,August.Extreme
T419,T,130,Extreme,early,August,2023-08-15,227,EOS10,August.Extreme
T420,T,129,Extreme,early,August,2023-08-30,242,EOS10,August.Extreme
T421,T,125,Extreme,early,August,2023-08-28,240,EOS10,August.Extreme
T422,T,136,Extreme,early,August,2023-10-07,280,EOS10,August.Extreme
T423,T,129,Extreme,early,August,2023-08-14,226,EOS10,August.Extreme
T424,T,136,Extreme,early,August,2023-09-01,244,EOS10,August.Extreme
T425,T,136,Extreme,early,August,2023-07-16,197,EOS10,August.Extreme
T426,T,138,Extreme,early,August,2023-09-22,265,EOS10,August.Extreme
T428,T,131,Extreme,early,August,2023-08-08,220,EOS10,August.Extreme
T429,T,131,Extreme,early,August,2023-08-21,233,EOS10,August.Extreme
T430,T,130,Extreme,early,August,2023-08-07,219,EOS10,August.Extreme
T431,T,131,Extreme,early,August,2023-09-22,265,EOS10,August.Extreme
T432,T,121,Extreme,early,August,2023-08-07,219,EOS10,August.Extreme
T433,T,129,Extreme,early,August,2023-08-12,224,EOS10,August.Extreme
T434,T,136,Extreme,early,August,2023-08-05,217,EOS10,August.Extreme
T435,T,121,Extreme,early,August,2023-08-11,223,EOS10,August.Extreme
T436,T,136,Extreme,early,August,2023-08-09,221,EOS10,August.Extreme
T437,T,131,Extreme,early,August,2023-08-24,236,EOS10,August.Extreme
T438,T,131,Extreme,early,August,2023-08-17,229,EOS10,August.Extreme
T439,T,131,Extreme,early,August,2023-08-26,238,EOS10,August.Extreme
T440,T,145,Extreme,early,August,2023-08-22,234,EOS10,August.Extreme
U442,U,148,Extreme,late,August,2023-08-05,217,EOS10,August.Extreme
U443,U,148,Extreme,late,August,2023-08-10,222,EOS10,August.Extreme
U444,U,148,Extreme,late,August,2023-08-13,225,EOS10,August.Extreme
U446,U,148,Extreme,late,August,2023-11-08,312,EOS10,August.Extreme
U447,U,148,Extreme,late,August,2023-08-17,229,EOS10,August.Extreme
U448,U,148,Extreme,late,August,2023-08-22,234,EOS10,August.Extreme
U449,U,148,Extreme,late,August,2023-08-24,236,EOS10,August.Extreme
U450,U,148,Extreme,late,August,2023-10-12,285,EOS10,August.Extreme
U451,U,148,Extreme,late,August,2023-07-17,198,EOS10,August.Extreme
U453,U,145,Extreme,late,August,2023-07-16,197,EOS10,August.Extreme
U454,U,148,Extreme,late,August,2023-08-27,239,EOS10,August.Extreme
U456,U,150,Extreme,late,August,2023-10-28,301,EOS10,August.Extreme
U457,U,148,Extreme,late,August,2023-08-15,227,EOS10,August.Extreme
U458,U,148,Extreme,late,August,2023-08-24,236,EOS10,August.Extreme
U459,U,148,Extreme,late,August,2023-08-26,238,EOS10,August.Extreme
U460,U,148,Extreme,late,August,2023-09-02,245,EOS10,August.Extreme
U461,U,148,Extreme,late,August,2023-08-08,220,EOS10,August.Extreme
U462,U,148,Extreme,late,August,2023-08-09,221,EOS10,August.Extreme
U463,U,148,Extreme,late,August,2023-09-09,252,EOS10,August.Extreme
U464,U,148,Extreme,late,August,2023-07-08,189,EOS10,August.Extreme
U465,U,148,Extreme,late,August,2023-09-20,263,EOS10,August.Extreme
U467,U,148,Extreme,late,August,2023-08-01,213,EOS10,August.Extreme
L199,L,131,Control,early,Control,2023-11-03,307,EOS25,Control.Control
L200,L,136,Control,early,Control,2023-10-26,299,EOS25,Control.Control
L201,L,136,Control,early,Control,2023-11-01,305,EOS25,Control.Control
L202,L,131,Control,early,Control,2023-10-10,283,EOS25,Control.Control
L203,L,131,Control,early,Control,2023-10-31,304,EOS25,Control.Control
L204,L,129,Control,early,Control,2023-10-06,279,EOS25,Control.Control
L205,L,131,Control,early,Control,2023-11-12,316,EOS25,Control.Control
L206,L,121,Control,early,Control,2023-11-06,310,EOS25,Control.Control
L207,L,142,Control,early,Control,2023-10-31,304,EOS25,Control.Control
L208,L,129,Control,early,Control,2023-11-06,310,EOS25,Control.Control
L209,L,137,Control,early,Control,2023-10-08,281,EOS25,Control.Control
L210,L,131,Control,early,Control,2023-11-10,314,EOS25,Control.Control
L211,L,131,Control,early,Control,2023-10-13,286,EOS25,Control.Control
L212,L,129,Control,early,Control,2023-11-11,315,EOS25,Control.Control
L213,L,129,Control,early,Control,2023-11-10,314,EOS25,Control.Control
L214,L,129,Control,early,Control,2023-09-20,263,EOS25,Control.Control
L215,L,131,Control,early,Control,2023-10-28,301,EOS25,Control.Control
L216,L,139,Control,early,Control,2023-10-05,278,EOS25,Control.Control
L218,L,125,Control,early,Control,2023-11-03,307,EOS25,Control.Control
L219,L,129,Control,early,Control,2023-11-10,314,EOS25,Control.Control
L220,L,121,Control,early,Control,2023-08-27,239,EOS25,Control.Control
L221,L,137,Control,early,Control,2023-11-18,322,EOS25,Control.Control
L222,L,129,Control,early,Control,2023-11-11,315,EOS25,Control.Control
L223,L,131,Control,early,Control,2023-11-10,314,EOS25,Control.Control
L224,L,129,Control,early,Control,2023-10-26,299,EOS25,Control.Control
L225,L,144,Control,early,Control,2023-11-10,314,EOS25,Control.Control
M226,M,148,Control,late,Control,2023-10-22,295,EOS25,Control.Control
M227,M,148,Control,late,Control,2023-11-08,312,EOS25,Control.Control
M228,M,148,Control,late,Control,2023-10-12,285,EOS25,Control.Control
M229,M,148,Control,late,Control,2023-10-26,299,EOS25,Control.Control
M230,M,148,Control,late,Control,2023-11-18,322,EOS25,Control.Control
M231,M,148,Control,late,Control,2023-10-05,278,EOS25,Control.Control
M233,M,148,Control,late,Control,2023-10-25,298,EOS25,Control.Control
M234,M,148,Control,late,Control,2023-11-04,308,EOS25,Control.Control
M235,M,148,Control,late,Control,2023-10-29,302,EOS25,Control.Control
M236,M,151,Control,late,Control,2023-11-12,316,EOS25,Control.Control
M237,M,150,Control,late,Control,2023-11-05,309,EOS25,Control.Control
M238,M,148,Control,late,Control,2023-11-14,318,EOS25,Control.Control
M239,M,148,Control,late,Control,2023-10-30,303,EOS25,Control.Control
M240,M,148,Control,late,Control,2023-11-15,319,EOS25,Control.Control
M241,M,148,Control,late,Control,2023-11-06,310,EOS25,Control.Control
M242,M,148,Control,late,Control,2023-11-12,316,EOS25,Control.Control
M243,M,148,Control,late,Control,2023-11-11,315,EOS25,Control.Control
M244,M,148,Control,late,Control,2023-11-08,312,EOS25,Control.Control
M245,M,148,Control,late,Control,2023-11-17,321,EOS25,Control.Control
M246,M,148,Control,late,Control,2023-11-05,309,EOS25,Control.Control
M247,M,148,Control,late,Control,2023-11-10,314,EOS25,Control.Control
M248,M,148,Control,late,Control,2023-10-30,303,EOS25,Control.Control
M249,M,148,Control,late,Control,2023-11-12,316,EOS25,Control.Control
M250,M,148,Control,late,Control,2023-11-15,319,EOS25,Control.Control
M251,M,148,Control,late,Control,2023-11-11,315,EOS25,Control.Control
N254,N,129,Moderate,early,July,2023-10-31,304,EOS25,July.Moderate
N255,N,125,Moderate,early,July,2023-10-29,302,EOS25,July.Moderate
N257,N,121,Moderate,early,July,2023-10-04,277,EOS25,July.Moderate
N260,N,131,Moderate,early,July,2023-11-02,306,EOS25,July.Moderate
N261,N,144,Moderate,early,July,2023-10-28,301,EOS25,July.Moderate
N262,N,138,Moderate,early,July,2023-10-10,283,EOS25,July.Moderate
N263,N,136,Moderate,early,July,2023-11-02,306,EOS25,July.Moderate
N264,N,129,Moderate,early,July,2023-11-11,315,EOS25,July.Moderate
N265,N,129,Moderate,early,July,2023-10-23,296,EOS25,July.Moderate
N266,N,129,Moderate,early,July,2023-11-04,308,EOS25,July.Moderate
N267,N,129,Moderate,early,July,2023-10-28,301,EOS25,July.Moderate
N269,N,142,Moderate,early,July,2023-11-13,317,EOS25,July.Moderate
N270,N,136,Moderate,early,July,2023-10-22,295,EOS25,July.Moderate
N272,N,129,Moderate,early,July,2023-11-07,311,EOS25,July.Moderate
N273,N,129,Moderate,early,July,2023-11-03,307,EOS25,July.Moderate
N274,N,125,Moderate,early,July,2023-11-11,315,EOS25,July.Moderate
N275,N,129,Moderate,early,July,2023-11-03,307,EOS25,July.Moderate
N276,N,136,Moderate,early,July,2023-11-08,312,EOS25,July.Moderate
N277,N,129,Moderate,early,July,2023-11-05,309,EOS25,July.Moderate
N278,N,137,Moderate,early,July,2023-11-02,306,EOS25,July.Moderate
O280,O,148,Moderate,late,July,2023-11-10,314,EOS25,July.Moderate
O281,O,150,Moderate,late,July,2023-10-21,294,EOS25,July.Moderate
O282,O,148,Moderate,late,July,2023-11-17,321,EOS25,July.Moderate
O283,O,148,Moderate,late,July,2023-11-14,318,EOS25,July.Moderate
O284,O,148,Moderate,late,July,2023-11-17,321,EOS25,July.Moderate
O285,O,148,Moderate,late,July,2023-11-14,318,EOS25,July.Moderate
